"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"0 all sectors","216 Architects and surveyors","men","post-secondary education, less than 3 years (ISCED97 4+5B)",36400,38600,38600,39800,39100
"0 all sectors","216 Architects and surveyors","men","post-secondary education 3 years or more (ISCED97 5A)",38600,37800,40000,41000,40800
"0 all sectors","216 Architects and surveyors","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","women","upper secondary education 3 years (ISCED97 3A)",..,34600,36700,36100,..
"0 all sectors","216 Architects and surveyors","women","post-secondary education, less than 3 years (ISCED97 4+5B)",35700,34300,36500,37600,37600
"0 all sectors","216 Architects and surveyors","women","post-secondary education 3 years or more (ISCED97 5A)",36600,37200,38700,39500,39300
"0 all sectors","216 Architects and surveyors","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","217 Designers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","217 Designers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","217 Designers","men","upper secondary education, 2 years or less (ISCED97 3C)",35500,35100,33200,40000,33900
"0 all sectors","217 Designers","men","upper secondary education 3 years (ISCED97 3A)",34800,33700,35900,37800,36300
"0 all sectors","217 Designers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",33400,35500,38300,39700,40000
"0 all sectors","217 Designers","men","post-secondary education 3 years or more (ISCED97 5A)",35400,37100,37600,39900,40900
"0 all sectors","217 Designers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","217 Designers","men","no information about level of educational attainment",..,..,..,..,39300
"0 all sectors","217 Designers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","217 Designers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","217 Designers","women","upper secondary education, 2 years or less (ISCED97 3C)",32300,34100,34700,35500,37300
"0 all sectors","217 Designers","women","upper secondary education 3 years (ISCED97 3A)",33700,34200,36100,37000,36100
"0 all sectors","217 Designers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",32300,33000,31200,36200,35800
"0 all sectors","217 Designers","women","post-secondary education 3 years or more (ISCED97 5A)",32500,34500,34700,35600,36800
"0 all sectors","217 Designers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","217 Designers","women","no information about level of educational attainment",..,..,34100,34000,32400
"0 all sectors","218 Specialists within environmental and health protection","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","men","upper secondary education, 2 years or less (ISCED97 3C)",37900,36600,41300,41500,42600
"0 all sectors","218 Specialists within environmental and health protection","men","upper secondary education 3 years (ISCED97 3A)",37300,36500,36900,..,41500
"0 all sectors","218 Specialists within environmental and health protection","men","post-secondary education, less than 3 years (ISCED97 4+5B)",37300,37800,38700,39500,39100
"0 all sectors","218 Specialists within environmental and health protection","men","post-secondary education 3 years or more (ISCED97 5A)",35500,36000,36400,37500,39300
"0 all sectors","218 Specialists within environmental and health protection","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,35200
"0 all sectors","218 Specialists within environmental and health protection","women","post-secondary education, less than 3 years (ISCED97 4+5B)",35500,35500,36600,37600,38100
"0 all sectors","218 Specialists within environmental and health protection","women","post-secondary education 3 years or more (ISCED97 5A)",33400,34700,35700,37300,38000
"0 all sectors","218 Specialists within environmental and health protection","women","post-graduate education (ISCED97 6)",38200,38400,39600,41900,43200
"0 all sectors","218 Specialists within environmental and health protection","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","221 Medical doctors","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","221 Medical doctors","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","221 Medical doctors","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","221 Medical doctors","men","upper secondary education 3 years (ISCED97 3A)",34500,34500,35700,35500,35900
"0 all sectors","221 Medical doctors","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,34600,..,35100,..
"0 all sectors","221 Medical doctors","men","post-secondary education 3 years or more (ISCED97 5A)",66200,66600,63400,66500,65300
"0 all sectors","221 Medical doctors","men","post-graduate education (ISCED97 6)",65400,70500,71100,70500,74000
"0 all sectors","221 Medical doctors","men","no information about level of educational attainment",..,66700,60300,59200,70300
"0 all sectors","221 Medical doctors","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","221 Medical doctors","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","221 Medical doctors","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","221 Medical doctors","women","upper secondary education 3 years (ISCED97 3A)",32300,33600,34100,34400,36000
"0 all sectors","221 Medical doctors","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,33900,33700,34500,36000
"0 all sectors","221 Medical doctors","women","post-secondary education 3 years or more (ISCED97 5A)",58700,59200,59000,61100,61700
"0 all sectors","221 Medical doctors","women","post-graduate education (ISCED97 6)",60900,61800,63200,65200,67800
"0 all sectors","221 Medical doctors","women","no information about level of educational attainment",48400,51300,51500,..,54000
"0 all sectors","222 Nursing professionals","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","men","post-secondary education, less than 3 years (ISCED97 4+5B)",34600,36600,37300,39200,40500
"0 all sectors","222 Nursing professionals","men","post-secondary education 3 years or more (ISCED97 5A)",32900,33900,35000,37800,39300
"0 all sectors","222 Nursing professionals","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","222 Nursing professionals","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","women","upper secondary education 3 years (ISCED97 3A)",33100,..,..,..,..
"0 all sectors","222 Nursing professionals","women","post-secondary education, less than 3 years (ISCED97 4+5B)",33600,35100,36200,37600,39300
"0 all sectors","222 Nursing professionals","women","post-secondary education 3 years or more (ISCED97 5A)",32100,33300,34400,36500,37800
"0 all sectors","222 Nursing professionals","women","post-graduate education (ISCED97 6)",38000,38800,39100,41400,41100
"0 all sectors","222 Nursing professionals","women","no information about level of educational attainment",40800,34400,35400,37800,37900
"0 all sectors","223 Nursing professionals (cont.)","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","men","post-secondary education, less than 3 years (ISCED97 4+5B)",34700,36100,36800,37800,38200
"0 all sectors","223 Nursing professionals (cont.)","men","post-secondary education 3 years or more (ISCED97 5A)",32100,33100,34100,35300,36600
"0 all sectors","223 Nursing professionals (cont.)","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","women","post-secondary education, less than 3 years (ISCED97 4+5B)",34000,35100,36200,37200,38600
"0 all sectors","223 Nursing professionals (cont.)","women","post-secondary education 3 years or more (ISCED97 5A)",32400,33600,34500,35700,37000
"0 all sectors","223 Nursing professionals (cont.)","women","post-graduate education (ISCED97 6)",38500,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","women","no information about level of educational attainment",..,..,..,..,41900
"0 all sectors","224 Psychologists and psychotherapists","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","men","post-secondary education 3 years or more (ISCED97 5A)",37700,37300,38200,38200,40200
"0 all sectors","224 Psychologists and psychotherapists","men","post-graduate education (ISCED97 6)",..,..,..,43000,43900
"0 all sectors","224 Psychologists and psychotherapists","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","post-secondary education 3 years or more (ISCED97 5A)",35700,36900,37400,38100,40600
"0 all sectors","224 Psychologists and psychotherapists","women","post-graduate education (ISCED97 6)",41600,40400,37600,..,35600
"0 all sectors","224 Psychologists and psychotherapists","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","post-secondary education 3 years or more (ISCED97 5A)",43800,44000,43300,44500,44000
"0 all sectors","225 Veterinarians","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","post-secondary education 3 years or more (ISCED97 5A)",40500,39500,40900,43000,42000
"0 all sectors","225 Veterinarians","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","226 Dentists","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","226 Dentists","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","226 Dentists","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","226 Dentists","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","226 Dentists","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","226 Dentists","men","post-secondary education 3 years or more (ISCED97 5A)",44600,45000,47300,48600,49400
"0 all sectors","226 Dentists","men","post-graduate education (ISCED97 6)",56200,62000,61300,..,..
"0 all sectors","226 Dentists","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","226 Dentists","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","226 Dentists","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","226 Dentists","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","226 Dentists","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","226 Dentists","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","226 Dentists","women","post-secondary education 3 years or more (ISCED97 5A)",43600,43500,43400,45800,46300
"0 all sectors","226 Dentists","women","post-graduate education (ISCED97 6)",49300,..,49800,53500,59600
"0 all sectors","226 Dentists","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","post-secondary education, less than 3 years (ISCED97 4+5B)",31100,29100,29500,29300,34000
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","post-secondary education 3 years or more (ISCED97 5A)",29100,29900,29900,30200,30100
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","post-secondary education, less than 3 years (ISCED97 4+5B)",30100,31000,31500,32800,33900
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","post-secondary education 3 years or more (ISCED97 5A)",28300,28700,29500,30400,31500
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","post-graduate education (ISCED97 6)",38200,38200,37800,39300,40400
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","men","post-secondary education 3 years or more (ISCED97 5A)",29100,33400,34900,36300,36800
"0 all sectors","228 Specialists in health care not elsewhere classified","men","post-graduate education (ISCED97 6)",..,..,..,44200,44800
"0 all sectors","228 Specialists in health care not elsewhere classified","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","women","post-secondary education, less than 3 years (ISCED97 4+5B)",34100,34700,35100,37400,37700
"0 all sectors","228 Specialists in health care not elsewhere classified","women","post-secondary education 3 years or more (ISCED97 5A)",31800,32300,33000,33900,35100
"0 all sectors","228 Specialists in health care not elsewhere classified","women","post-graduate education (ISCED97 6)",37700,37600,38800,39500,40100
"0 all sectors","228 Specialists in health care not elsewhere classified","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,35100,..
"0 all sectors","231 University and higher education teachers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",34000,34100,35600,35500,37400
"0 all sectors","231 University and higher education teachers","men","post-secondary education 3 years or more (ISCED97 5A)",31600,31400,32100,32800,33700
"0 all sectors","231 University and higher education teachers","men","post-graduate education (ISCED97 6)",48300,49100,50100,51300,52300
"0 all sectors","231 University and higher education teachers","men","no information about level of educational attainment",39300,39600,39700,40300,40000
"0 all sectors","231 University and higher education teachers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,28600,..
"0 all sectors","231 University and higher education teachers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",31600,31300,32800,32600,35300
"0 all sectors","231 University and higher education teachers","women","post-secondary education 3 years or more (ISCED97 5A)",30200,30800,31700,32600,33500
"0 all sectors","231 University and higher education teachers","women","post-graduate education (ISCED97 6)",43700,44700,45700,46800,47900
"0 all sectors","231 University and higher education teachers","women","no information about level of educational attainment",35500,36200,36800,37400,37500
"0 all sectors","232 Vocational education teachers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","men","primary and secondary education 9-10 years (ISCED97 2)",30000,31500,31600,32200,33500
"0 all sectors","232 Vocational education teachers","men","upper secondary education, 2 years or less (ISCED97 3C)",30500,31500,32200,32300,33700
"0 all sectors","232 Vocational education teachers","men","upper secondary education 3 years (ISCED97 3A)",29800,30400,31400,32500,33000
"0 all sectors","232 Vocational education teachers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",32600,33500,34900,35800,36700
"0 all sectors","232 Vocational education teachers","men","post-secondary education 3 years or more (ISCED97 5A)",33200,34600,35400,36500,37000
"0 all sectors","232 Vocational education teachers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,29800,30300,29600
"0 all sectors","232 Vocational education teachers","women","upper secondary education 3 years (ISCED97 3A)",26300,27000,28200,30400,30200
"0 all sectors","232 Vocational education teachers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",30800,32100,33700,33600,35100
"0 all sectors","232 Vocational education teachers","women","post-secondary education 3 years or more (ISCED97 5A)",32200,32900,34900,35600,36500
"0 all sectors","232 Vocational education teachers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","233 Secondary education teachers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","233 Secondary education teachers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","233 Secondary education teachers","men","upper secondary education, 2 years or less (ISCED97 3C)",29600,30000,31000,31800,30000
"0 all sectors","233 Secondary education teachers","men","upper secondary education 3 years (ISCED97 3A)",26800,27700,26400,28400,30800
"0 all sectors","233 Secondary education teachers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",31800,32500,31600,32500,34400
"0 all sectors","233 Secondary education teachers","men","post-secondary education 3 years or more (ISCED97 5A)",32200,33100,34700,35600,36800
"0 all sectors","233 Secondary education teachers","men","post-graduate education (ISCED97 6)",35100,36700,39000,39100,39500
"0 all sectors","233 Secondary education teachers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","233 Secondary education teachers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","233 Secondary education teachers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","233 Secondary education teachers","women","upper secondary education, 2 years or less (ISCED97 3C)",29000,..,29400,31000,32100
"0 all sectors","233 Secondary education teachers","women","upper secondary education 3 years (ISCED97 3A)",27900,27300,25400,26800,28900
"0 all sectors","233 Secondary education teachers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",31600,31300,31100,32000,33300
"0 all sectors","233 Secondary education teachers","women","post-secondary education 3 years or more (ISCED97 5A)",31800,32900,34500,35900,36800
"0 all sectors","233 Secondary education teachers","women","post-graduate education (ISCED97 6)",35600,37000,39200,40300,40600
"0 all sectors","233 Secondary education teachers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","234 Primary- and pre-school teachers ","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","234 Primary- and pre-school teachers ","men","primary and secondary education 9-10 years (ISCED97 2)",22500,23000,23700,24200,25000
"0 all sectors","234 Primary- and pre-school teachers ","men","upper secondary education, 2 years or less (ISCED97 3C)",25200,25800,26300,27200,27600
"0 all sectors","234 Primary- and pre-school teachers ","men","upper secondary education 3 years (ISCED97 3A)",21300,21800,22500,23400,24000
"0 all sectors","234 Primary- and pre-school teachers ","men","post-secondary education, less than 3 years (ISCED97 4+5B)",27800,28400,29300,29600,30400
"0 all sectors","234 Primary- and pre-school teachers ","men","post-secondary education 3 years or more (ISCED97 5A)",29300,30300,32100,33300,34200
"0 all sectors","234 Primary- and pre-school teachers ","men","post-graduate education (ISCED97 6)",30200,31000,32100,33700,34400
"0 all sectors","234 Primary- and pre-school teachers ","men","no information about level of educational attainment",26100,27900,27400,28000,28000
"0 all sectors","234 Primary- and pre-school teachers ","women","primary and secondary education less than 9 years (ISCED97 1)",21200,21600,22000,21800,22000
"0 all sectors","234 Primary- and pre-school teachers ","women","primary and secondary education 9-10 years (ISCED97 2)",22200,21900,22300,23400,23300
"0 all sectors","234 Primary- and pre-school teachers ","women","upper secondary education, 2 years or less (ISCED97 3C)",24700,24800,25000,25700,26300
"0 all sectors","234 Primary- and pre-school teachers ","women","upper secondary education 3 years (ISCED97 3A)",21300,21600,22200,23000,23800
"0 all sectors","234 Primary- and pre-school teachers ","women","post-secondary education, less than 3 years (ISCED97 4+5B)",27900,28800,29800,30700,31500
"0 all sectors","234 Primary- and pre-school teachers ","women","post-secondary education 3 years or more (ISCED97 5A)",28600,29700,31500,32600,33700
"0 all sectors","234 Primary- and pre-school teachers ","women","post-graduate education (ISCED97 6)",28800,31100,32800,33700,34100
"0 all sectors","234 Primary- and pre-school teachers ","women","no information about level of educational attainment",25800,27600,27100,27500,29100
"0 all sectors","235 Teaching professionals not elsewhere classified","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","235 Teaching professionals not elsewhere classified","men","primary and secondary education 9-10 years (ISCED97 2)",26500,26100,26500,27100,29200
"0 all sectors","235 Teaching professionals not elsewhere classified","men","upper secondary education, 2 years or less (ISCED97 3C)",28500,26900,28900,28700,29700
"0 all sectors","235 Teaching professionals not elsewhere classified","men","upper secondary education 3 years (ISCED97 3A)",26800,25900,26500,26800,28300
"0 all sectors","235 Teaching professionals not elsewhere classified","men","post-secondary education, less than 3 years (ISCED97 4+5B)",31400,30100,29600,29900,30700
"0 all sectors","235 Teaching professionals not elsewhere classified","men","post-secondary education 3 years or more (ISCED97 5A)",30800,31700,31600,33000,33600
"0 all sectors","235 Teaching professionals not elsewhere classified","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","235 Teaching professionals not elsewhere classified","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","235 Teaching professionals not elsewhere classified","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","235 Teaching professionals not elsewhere classified","women","primary and secondary education 9-10 years (ISCED97 2)",24200,24400,25600,25300,26500
"0 all sectors","235 Teaching professionals not elsewhere classified","women","upper secondary education, 2 years or less (ISCED97 3C)",26200,26200,27000,26700,27700
"0 all sectors","235 Teaching professionals not elsewhere classified","women","upper secondary education 3 years (ISCED97 3A)",24500,23900,24800,24900,26600
"0 all sectors","235 Teaching professionals not elsewhere classified","women","post-secondary education, less than 3 years (ISCED97 4+5B)",28600,28600,29400,30400,30700
