"region","sector","occuptional  (SSYK 2012)","sex","2015","2016","2017","2018"
"SE12 East-Central Sweden","5 non-manual workers private sector","315 Ship and aircraft controllers and technicians","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","321 Medical and pharmaceutical technicians","men",720,630,560,490
"SE12 East-Central Sweden","5 non-manual workers private sector","321 Medical and pharmaceutical technicians","women",1100,1100,1000,1100
"SE12 East-Central Sweden","5 non-manual workers private sector","323 Complementary medicine therapists and associate professionals","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","323 Complementary medicine therapists and associate professionals","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","324 Veterinary assistants","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","324 Veterinary assistants","women",..,380,340,..
"SE12 East-Central Sweden","5 non-manual workers private sector","325 Dental hygienists","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","325 Dental hygienists","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","331 Financial and accounting associate professionals","men",1900,1700,..,2200
"SE12 East-Central Sweden","5 non-manual workers private sector","331 Financial and accounting associate professionals","women",4400,3700,4200,5300
"SE12 East-Central Sweden","5 non-manual workers private sector","332 Insurance advisers, sales and purchasing agents","men",9300,9000,8400,10700
"SE12 East-Central Sweden","5 non-manual workers private sector","332 Insurance advisers, sales and purchasing agents","women",4400,4100,4600,4900
"SE12 East-Central Sweden","5 non-manual workers private sector","333 Business services agents","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","333 Business services agents","women",..,450,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","334 Administrative and specialized secretaries","men",220,..,..,250
"SE12 East-Central Sweden","5 non-manual workers private sector","334 Administrative and specialized secretaries","women",740,..,890,570
"SE12 East-Central Sweden","5 non-manual workers private sector","335 Tax and related government associate professionals","men",490,..,610,590
"SE12 East-Central Sweden","5 non-manual workers private sector","335 Tax and related government associate professionals","women",160,..,170,190
"SE12 East-Central Sweden","5 non-manual workers private sector","336 Police officers ","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","336 Police officers ","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","341 Social work and religious associate professionals","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","341 Social work and religious associate professionals","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","342 Athletes, fitness instructors and recreational workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","342 Athletes, fitness instructors and recreational workers","women",1400,1300,1500,..
"SE12 East-Central Sweden","5 non-manual workers private sector","343 Photographers, interior decorators and entertainers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","343 Photographers, interior decorators and entertainers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","344 Driving instructors and other instructors","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","344 Driving instructors and other instructors","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","345 Culinary associate professionals","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","345 Culinary associate professionals","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","351 ICT operations and user support technicians","men",3300,4100,..,3800
"SE12 East-Central Sweden","5 non-manual workers private sector","351 ICT operations and user support technicians","women",640,620,600,600
"SE12 East-Central Sweden","5 non-manual workers private sector","352 Broadcasting and audio-visual technicians","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","352 Broadcasting and audio-visual technicians","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","411 Office assistants and other secretaries","men",2500,..,..,2400
"SE12 East-Central Sweden","5 non-manual workers private sector","411 Office assistants and other secretaries","women",16200,14500,13100,14700
"SE12 East-Central Sweden","5 non-manual workers private sector","421 Croupiers, debt collectors and related workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","421 Croupiers, debt collectors and related workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","422 Client information clerks","men",1800,1900,2500,2200
"SE12 East-Central Sweden","5 non-manual workers private sector","422 Client information clerks","women",4600,3600,3800,4400
"SE12 East-Central Sweden","5 non-manual workers private sector","432 Stores and transport clerks","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","432 Stores and transport clerks","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","441 Library and filing clerks","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","441 Library and filing clerks","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","442 Postmen and postal facility workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","442 Postmen and postal facility workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","443 Elected representatives","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","443 Elected representatives","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","511 Cabin crew, guides and related workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","511 Cabin crew, guides and related workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","512 Cooks and cold-buffet managers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","512 Cooks and cold-buffet managers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","513 Waiters and bartenders","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","513 Waiters and bartenders","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","514 Hairdressers, beauty and body therapists","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","514 Hairdressers, beauty and body therapists","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","515 Building caretakers and related workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","515 Building caretakers and related workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","516 Other service related workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","516 Other service related workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","522 Shop staff","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","522 Shop staff","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","523 Cashiers and related clerks","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","523 Cashiers and related clerks","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","524 Event seller and telemarketers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","524 Event seller and telemarketers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","531 Child care workers and teachers aides","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","531 Child care workers and teachers aides","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","532 Personal care workers in health services","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","532 Personal care workers in health services","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","533 Health care assistants","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","533 Health care assistants","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","534 Attendants, personal assistants and related workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","534 Attendants, personal assistants and related workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","535 Dental nurses","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","535 Dental nurses","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","541 Other surveillance and security workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","541 Other surveillance and security workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","611 Market gardeners and crop growers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","611 Market gardeners and crop growers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","612 Animal breeders and keepers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","612 Animal breeders and keepers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","613 Mixed crop and animal breeders","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","613 Mixed crop and animal breeders","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","621 Forestry and related workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","621 Forestry and related workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","622 Aquaculture and fishery workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","622 Aquaculture and fishery workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","711 Carpenters, bricklayers and construction workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","711 Carpenters, bricklayers and construction workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","712 Roofers, floor layers, plumbers and pipefitters","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","712 Roofers, floor layers, plumbers and pipefitters","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","722 Blacksmiths, toolmakers and related trades workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","722 Blacksmiths, toolmakers and related trades workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","723 Machinery mechanics and fitters","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","723 Machinery mechanics and fitters","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","731 Precision-instrument makers and handicraft workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","731 Precision-instrument makers and handicraft workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","732 Printing trades workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","732 Printing trades workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","741 Electrical equipment installers and repairers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","741 Electrical equipment installers and repairers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","742 Electronics and telecommunications installers and repairers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","742 Electronics and telecommunications installers and repairers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","752 Wood treaters, cabinet-makers and related trades workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","752 Wood treaters, cabinet-makers and related trades workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","753 Tailors, upholsterers and leather craftsmen","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","753 Tailors, upholsterers and leather craftsmen","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","761 Butchers, bakers and food processors","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","761 Butchers, bakers and food processors","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","811 Mining and mineral processing plant operators","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","811 Mining and mineral processing plant operators","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","812 Metal processing and finishing plant operators","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","812 Metal processing and finishing plant operators","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","813 Machine operators, chemical and pharmaceutical products","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","813 Machine operators, chemical and pharmaceutical products","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","814 Machine operators, rubber, plastic and paper products","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","814 Machine operators, rubber, plastic and paper products","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","815 Machine operators, textile, fur and leather products","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","815 Machine operators, textile, fur and leather products","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","816 Machine operators, food and related products","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","816 Machine operators, food and related products","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","817 Wood processing and papermaking plant operators","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","817 Wood processing and papermaking plant operators","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","818 Other stationary plant and machine operators","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","818 Other stationary plant and machine operators","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","819 Process control technicians","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","819 Process control technicians","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","821 Assemblers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","821 Assemblers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","831 Train operators and related workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","831 Train operators and related workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","832 Car, van and motorcycle drivers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","832 Car, van and motorcycle drivers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","833 Heavy truck and bus drivers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","833 Heavy truck and bus drivers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","834 Mobile plant operators","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","834 Mobile plant operators","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","835 Ships deck crews and related workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","835 Ships deck crews and related workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","911 Cleaners and helpers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","911 Cleaners and helpers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","912 Washers, window cleaners and other cleaning workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","912 Washers, window cleaners and other cleaning workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","921 Berry pickers and planters","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","921 Berry pickers and planters","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","931 Construction labourers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","931 Construction labourers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","932 Manufacturing labourers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","932 Manufacturing labourers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","933 Dockers and ground personnel","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","933 Dockers and ground personnel","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","941 Fast-food workers, food preparation assistants","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","941 Fast-food workers, food preparation assistants","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","952 Street and market vendors","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","952 Street and market vendors","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","961 Recycling collectors","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","961 Recycling collectors","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","962 Newspaper distributors, janitors and other service workers","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","962 Newspaper distributors, janitors and other service workers","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","0001 Other professions","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","0001 Other professions","women",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","0002 occupations unidentifiable","men",..,..,..,..
"SE12 East-Central Sweden","5 non-manual workers private sector","0002 occupations unidentifiable","women",..,..,..,..
"SE21 Småland and islands","1 central government","0000 All","men",6100,6100,6400,6400
"SE21 Småland and islands","1 central government","0000 All","women",6900,7100,7300,7500
"SE21 Småland and islands","1 central government","011 Commissioned armed forces officers","men",20,0,0,0
"SE21 Småland and islands","1 central government","011 Commissioned armed forces officers","women",0,0,0,0
"SE21 Småland and islands","1 central government","021 Non-commissioned armed forces officers","men",10,0,0,0
"SE21 Småland and islands","1 central government","021 Non-commissioned armed forces officers","women",0,0,0,0
"SE21 Småland and islands","1 central government","031 Armed forces occupations, other ranks","men",160,0,0,0
"SE21 Småland and islands","1 central government","031 Armed forces occupations, other ranks","women",10,0,0,0
"SE21 Småland and islands","1 central government","111 Legislators and senior officials","men",0,0,0,10
"SE21 Småland and islands","1 central government","111 Legislators and senior officials","women",0,0,0,10
"SE21 Småland and islands","1 central government","112 Managing directors and chief executives","men",0,0,0,0
"SE21 Småland and islands","1 central government","112 Managing directors and chief executives","women",0,0,0,0
"SE21 Småland and islands","1 central government","121 Finance managers","men",10,10,10,10
"SE21 Småland and islands","1 central government","121 Finance managers","women",20,20,20,10
"SE21 Småland and islands","1 central government","122 Human resource managers","men",10,0,0,0
"SE21 Småland and islands","1 central government","122 Human resource managers","women",10,10,10,20
"SE21 Småland and islands","1 central government","123 Administration and planning managers","men",110,80,90,80
"SE21 Småland and islands","1 central government","123 Administration and planning managers","women",80,110,110,110
"SE21 Småland and islands","1 central government","124 Information, communication and public relations managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","124 Information, communication and public relations managers","women",10,10,10,10
"SE21 Småland and islands","1 central government","125 Sales and marketing managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","125 Sales and marketing managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","129 Administration and service managers not elsewhere classified","men",10,10,10,10
"SE21 Småland and islands","1 central government","129 Administration and service managers not elsewhere classified","women",10,20,20,20
"SE21 Småland and islands","1 central government","131 Information and communications technology service managers","men",20,20,20,20
"SE21 Småland and islands","1 central government","131 Information and communications technology service managers","women",0,10,10,10
"SE21 Småland and islands","1 central government","132 Supply, logistics and transport managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","132 Supply, logistics and transport managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","133 Research and development managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","133 Research and development managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","134 Architectural and engineering managers","men",10,10,10,10
"SE21 Småland and islands","1 central government","134 Architectural and engineering managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","135 Real estate and head of administration manager","men",0,0,0,0
"SE21 Småland and islands","1 central government","135 Real estate and head of administration manager","women",0,0,0,0
"SE21 Småland and islands","1 central government","136 Production managers in construction and mining","men",0,0,0,0
"SE21 Småland and islands","1 central government","136 Production managers in construction and mining","women",0,0,0,0
"SE21 Småland and islands","1 central government","137 Production managers in manufacturing","men",10,10,10,10
"SE21 Småland and islands","1 central government","137 Production managers in manufacturing","women",0,0,0,0
"SE21 Småland and islands","1 central government","138 Forestry and agricultural production managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","138 Forestry and agricultural production managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","141 Primary and secondary schools and adult education managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","141 Primary and secondary schools and adult education managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","142 Preschool managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","142 Preschool managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","149 Education managers not elsewhere classified","men",0,0,0,0
"SE21 Småland and islands","1 central government","149 Education managers not elsewhere classified","women",0,0,0,0
"SE21 Småland and islands","1 central government","151 Health care managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","151 Health care managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","152 Managers in social and curative care","men",20,20,20,20
"SE21 Småland and islands","1 central government","152 Managers in social and curative care","women",20,20,20,20
"SE21 Småland and islands","1 central government","153 Elderly care managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","153 Elderly care managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","154 Managers and leaders within religious bodies","men",0,0,0,0
"SE21 Småland and islands","1 central government","154 Managers and leaders within religious bodies","women",0,0,0,0
"SE21 Småland and islands","1 central government","159 Other social services managers","men",250,290,270,280
"SE21 Småland and islands","1 central government","159 Other social services managers","women",160,190,190,200
"SE21 Småland and islands","1 central government","161 Financial and insurance managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","161 Financial and insurance managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","171 Hotel and conference managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","171 Hotel and conference managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","172 Restaurant managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","172 Restaurant managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","173 Retail and wholesale trade managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","173 Retail and wholesale trade managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","174 Sports, leisure and wellness managers","men",0,0,0,0
"SE21 Småland and islands","1 central government","174 Sports, leisure and wellness managers","women",0,0,0,0
"SE21 Småland and islands","1 central government","179 Other services managers not elsewhere classified","men",0,0,0,0
"SE21 Småland and islands","1 central government","179 Other services managers not elsewhere classified","women",0,0,0,0
"SE21 Småland and islands","1 central government","211 Physicists and chemists","men",10,10,10,10
"SE21 Småland and islands","1 central government","211 Physicists and chemists","women",10,10,20,20
"SE21 Småland and islands","1 central government","212 Mathematicians, actuaries and statisticians","men",10,10,10,10
"SE21 Småland and islands","1 central government","212 Mathematicians, actuaries and statisticians","women",10,10,10,10
"SE21 Småland and islands","1 central government","213 Biologists, pharmacologists and specialists in agriculture and forestry","men",170,160,150,170
"SE21 Småland and islands","1 central government","213 Biologists, pharmacologists and specialists in agriculture and forestry","women",120,120,130,170
"SE21 Småland and islands","1 central government","214 Engineering professionals","men",40,50,50,50
"SE21 Småland and islands","1 central government","214 Engineering professionals","women",20,10,20,20
"SE21 Småland and islands","1 central government","216 Architects and surveyors","men",30,30,30,30
"SE21 Småland and islands","1 central government","216 Architects and surveyors","women",30,30,30,40
"SE21 Småland and islands","1 central government","217 Designers","men",0,0,0,0
"SE21 Småland and islands","1 central government","217 Designers","women",0,10,0,0
"SE21 Småland and islands","1 central government","218 Specialists within environmental and health protection","men",30,30,40,40
"SE21 Småland and islands","1 central government","218 Specialists within environmental and health protection","women",50,60,60,90
"SE21 Småland and islands","1 central government","221 Medical doctors","men",0,0,0,0
"SE21 Småland and islands","1 central government","221 Medical doctors","women",0,0,0,0
"SE21 Småland and islands","1 central government","222 Nursing professionals","men",0,0,0,0
"SE21 Småland and islands","1 central government","222 Nursing professionals","women",10,0,0,0
"SE21 Småland and islands","1 central government","223 Nursing professionals (cont.)","men",0,0,0,0
"SE21 Småland and islands","1 central government","223 Nursing professionals (cont.)","women",20,20,20,20
"SE21 Småland and islands","1 central government","224 Psychologists and psychotherapists","men",20,20,10,10
"SE21 Småland and islands","1 central government","224 Psychologists and psychotherapists","women",30,20,20,20
"SE21 Småland and islands","1 central government","225 Veterinarians","men",10,10,10,10
"SE21 Småland and islands","1 central government","225 Veterinarians","women",10,20,20,20
"SE21 Småland and islands","1 central government","226 Dentists","men",0,0,0,0
"SE21 Småland and islands","1 central government","226 Dentists","women",0,0,0,0
"SE21 Småland and islands","1 central government","227 Naprapaths, physiotherapists, occupational therapists","men",10,10,10,10
"SE21 Småland and islands","1 central government","227 Naprapaths, physiotherapists, occupational therapists","women",20,20,20,20
"SE21 Småland and islands","1 central government","228 Specialists in health care not elsewhere classified","men",0,0,0,0
"SE21 Småland and islands","1 central government","228 Specialists in health care not elsewhere classified","women",0,0,0,0
"SE21 Småland and islands","1 central government","231 University and higher education teachers","men",690,690,720,700
"SE21 Småland and islands","1 central government","231 University and higher education teachers","women",610,610,630,650
"SE21 Småland and islands","1 central government","232 Vocational education teachers","men",0,0,0,0
"SE21 Småland and islands","1 central government","232 Vocational education teachers","women",0,0,0,0
"SE21 Småland and islands","1 central government","233 Secondary education teachers","men",0,0,0,0
"SE21 Småland and islands","1 central government","233 Secondary education teachers","women",0,0,0,0
"SE21 Småland and islands","1 central government","234 Primary- and pre-school teachers ","men",0,0,0,0
"SE21 Småland and islands","1 central government","234 Primary- and pre-school teachers ","women",0,0,0,0
"SE21 Småland and islands","1 central government","235 Teaching professionals not elsewhere classified","men",50,50,50,50
"SE21 Småland and islands","1 central government","235 Teaching professionals not elsewhere classified","women",70,70,70,80
"SE21 Småland and islands","1 central government","241 Accountants, financial analysts and fund managers","men",60,80,80,80
"SE21 Småland and islands","1 central government","241 Accountants, financial analysts and fund managers","women",130,140,150,160
"SE21 Småland and islands","1 central government","242 Organisation analysts, policy administrators and human resource specialists","men",490,440,460,440
"SE21 Småland and islands","1 central government","242 Organisation analysts, policy administrators and human resource specialists","women",910,900,880,840
"SE21 Småland and islands","1 central government","243 Marketing and public relations professionals","men",40,30,30,30
"SE21 Småland and islands","1 central government","243 Marketing and public relations professionals","women",90,90,100,100
"SE21 Småland and islands","1 central government","251 ICT architects, systems analysts and test managers","men",290,280,260,270
"SE21 Småland and islands","1 central government","251 ICT architects, systems analysts and test managers","women",130,140,130,140
"SE21 Småland and islands","1 central government","261 Legal professionals","men",220,200,220,200
"SE21 Småland and islands","1 central government","261 Legal professionals","women",350,310,310,310
"SE21 Småland and islands","1 central government","262 Museum curators and librarians and related professionals","men",50,50,50,60
"SE21 Småland and islands","1 central government","262 Museum curators and librarians and related professionals","women",90,100,90,90
"SE21 Småland and islands","1 central government","264 Authors, journalists and linguists","men",0,0,0,0
"SE21 Småland and islands","1 central government","264 Authors, journalists and linguists","women",0,0,0,0
"SE21 Småland and islands","1 central government","265 Creative and performing artists","men",0,0,0,0
"SE21 Småland and islands","1 central government","265 Creative and performing artists","women",0,0,0,0
"SE21 Småland and islands","1 central government","266 Social work and counselling professionals","men",30,30,30,30
"SE21 Småland and islands","1 central government","266 Social work and counselling professionals","women",80,80,70,80
"SE21 Småland and islands","1 central government","267 Religious professionals and deacons","men",0,0,0,0
"SE21 Småland and islands","1 central government","267 Religious professionals and deacons","women",0,0,0,0
"SE21 Småland and islands","1 central government","311 Physical and engineering science technicians","men",60,40,40,40
"SE21 Småland and islands","1 central government","311 Physical and engineering science technicians","women",20,20,20,20
"SE21 Småland and islands","1 central government","312 Construction and manufacturing supervisors","men",0,0,0,0
"SE21 Småland and islands","1 central government","312 Construction and manufacturing supervisors","women",0,0,0,0
