"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"0 all sectors","212 Mathematicians, actuaries and statisticians","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","212 Mathematicians, actuaries and statisticians","women","post-secondary education 3 years or more (ISCED97 5A)",580,590,620,660,680
"0 all sectors","212 Mathematicians, actuaries and statisticians","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","212 Mathematicians, actuaries and statisticians","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,190,240
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","upper secondary education 3 years (ISCED97 3A)",..,180,..,..,..
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","post-secondary education, less than 3 years (ISCED97 4+5B)",900,940,740,720,650
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","post-secondary education 3 years or more (ISCED97 5A)",1200,1700,1400,1400,1300
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","post-graduate education (ISCED97 6)",670,900,700,720,720
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","post-secondary education, less than 3 years (ISCED97 4+5B)",360,310,320,180,210
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","post-secondary education 3 years or more (ISCED97 5A)",1400,1500,1300,1200,1500
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","post-graduate education (ISCED97 6)",680,730,710,560,680
"0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","214 Engineering professionals","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","214 Engineering professionals","men","primary and secondary education 9-10 years (ISCED97 2)",680,750,850,810,1000
"0 all sectors","214 Engineering professionals","men","upper secondary education, 2 years or less (ISCED97 3C)",4500,5900,4700,5000,4800
"0 all sectors","214 Engineering professionals","men","upper secondary education 3 years (ISCED97 3A)",5200,5300,5700,5900,6300
"0 all sectors","214 Engineering professionals","men","post-secondary education, less than 3 years (ISCED97 4+5B)",15000,15200,15100,17500,17800
"0 all sectors","214 Engineering professionals","men","post-secondary education 3 years or more (ISCED97 5A)",36100,36100,37100,40200,39200
"0 all sectors","214 Engineering professionals","men","post-graduate education (ISCED97 6)",4300,4000,4000,4100,3900
"0 all sectors","214 Engineering professionals","men","no information about level of educational attainment",700,650,630,690,690
"0 all sectors","214 Engineering professionals","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","214 Engineering professionals","women","primary and secondary education 9-10 years (ISCED97 2)",..,120,120,130,140
"0 all sectors","214 Engineering professionals","women","upper secondary education, 2 years or less (ISCED97 3C)",560,530,550,720,570
"0 all sectors","214 Engineering professionals","women","upper secondary education 3 years (ISCED97 3A)",820,920,1100,1500,1300
"0 all sectors","214 Engineering professionals","women","post-secondary education, less than 3 years (ISCED97 4+5B)",2200,2700,3100,3400,3300
"0 all sectors","214 Engineering professionals","women","post-secondary education 3 years or more (ISCED97 5A)",12700,13000,13400,15300,15700
"0 all sectors","214 Engineering professionals","women","post-graduate education (ISCED97 6)",1300,1300,1200,1300,1500
"0 all sectors","214 Engineering professionals","women","no information about level of educational attainment",130,..,210,..,250
"0 all sectors","216 Architects and surveyors","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","men","upper secondary education, 2 years or less (ISCED97 3C)",200,180,180,..,..
"0 all sectors","216 Architects and surveyors","men","upper secondary education 3 years (ISCED97 3A)",..,270,320,260,170
"0 all sectors","216 Architects and surveyors","men","post-secondary education, less than 3 years (ISCED97 4+5B)",550,560,760,..,..
"0 all sectors","216 Architects and surveyors","men","post-secondary education 3 years or more (ISCED97 5A)",3600,3900,5200,4700,5100
"0 all sectors","216 Architects and surveyors","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","women","post-secondary education, less than 3 years (ISCED97 4+5B)",330,430,..,..,..
"0 all sectors","216 Architects and surveyors","women","post-secondary education 3 years or more (ISCED97 5A)",3400,4700,5200,5500,6300
"0 all sectors","216 Architects and surveyors","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","216 Architects and surveyors","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","217 Designers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","217 Designers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","217 Designers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,440,..
"0 all sectors","217 Designers","men","upper secondary education 3 years (ISCED97 3A)",1600,..,2000,1900,1900
"0 all sectors","217 Designers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,2700,2100,2000,2400
"0 all sectors","217 Designers","men","post-secondary education 3 years or more (ISCED97 5A)",1500,1800,2300,1900,2400
"0 all sectors","217 Designers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","217 Designers","men","no information about level of educational attainment",..,..,..,240,220
"0 all sectors","217 Designers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","217 Designers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","217 Designers","women","upper secondary education, 2 years or less (ISCED97 3C)",410,..,470,520,..
"0 all sectors","217 Designers","women","upper secondary education 3 years (ISCED97 3A)",900,1300,1100,1000,1100
"0 all sectors","217 Designers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",1500,1600,..,1500,1300
"0 all sectors","217 Designers","women","post-secondary education 3 years or more (ISCED97 5A)",1500,2100,2000,2200,2000
"0 all sectors","217 Designers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","217 Designers","women","no information about level of educational attainment",..,..,140,210,220
"0 all sectors","218 Specialists within environmental and health protection","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","men","upper secondary education, 2 years or less (ISCED97 3C)",230,260,270,290,240
"0 all sectors","218 Specialists within environmental and health protection","men","upper secondary education 3 years (ISCED97 3A)",170,200,190,..,210
"0 all sectors","218 Specialists within environmental and health protection","men","post-secondary education, less than 3 years (ISCED97 4+5B)",600,560,570,590,710
"0 all sectors","218 Specialists within environmental and health protection","men","post-secondary education 3 years or more (ISCED97 5A)",1400,1500,1400,1500,1700
"0 all sectors","218 Specialists within environmental and health protection","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,140
"0 all sectors","218 Specialists within environmental and health protection","women","post-secondary education, less than 3 years (ISCED97 4+5B)",570,490,500,540,590
"0 all sectors","218 Specialists within environmental and health protection","women","post-secondary education 3 years or more (ISCED97 5A)",2900,3000,3400,3800,3900
"0 all sectors","218 Specialists within environmental and health protection","women","post-graduate education (ISCED97 6)",110,110,110,150,140
"0 all sectors","218 Specialists within environmental and health protection","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","221 Medical doctors","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","221 Medical doctors","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","221 Medical doctors","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","221 Medical doctors","men","upper secondary education 3 years (ISCED97 3A)",210,200,190,230,230
"0 all sectors","221 Medical doctors","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,100,..,110,..
"0 all sectors","221 Medical doctors","men","post-secondary education 3 years or more (ISCED97 5A)",13500,13600,13400,14300,14700
"0 all sectors","221 Medical doctors","men","post-graduate education (ISCED97 6)",4700,4200,4300,4400,4000
"0 all sectors","221 Medical doctors","men","no information about level of educational attainment",430,400,280,270,310
"0 all sectors","221 Medical doctors","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","221 Medical doctors","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","221 Medical doctors","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","221 Medical doctors","women","upper secondary education 3 years (ISCED97 3A)",170,200,210,230,210
"0 all sectors","221 Medical doctors","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,190,150,160,260
"0 all sectors","221 Medical doctors","women","post-secondary education 3 years or more (ISCED97 5A)",14700,15000,14500,15300,16600
"0 all sectors","221 Medical doctors","women","post-graduate education (ISCED97 6)",3500,3200,3200,3300,3400
"0 all sectors","221 Medical doctors","women","no information about level of educational attainment",220,220,180,240,210
"0 all sectors","222 Nursing professionals","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","men","post-secondary education, less than 3 years (ISCED97 4+5B)",1100,1100,960,870,910
"0 all sectors","222 Nursing professionals","men","post-secondary education 3 years or more (ISCED97 5A)",8800,8700,8700,9400,9800
"0 all sectors","222 Nursing professionals","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","222 Nursing professionals","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","222 Nursing professionals","women","post-secondary education, less than 3 years (ISCED97 4+5B)",11200,11200,9700,8900,8700
"0 all sectors","222 Nursing professionals","women","post-secondary education 3 years or more (ISCED97 5A)",60800,61600,61600,65000,65600
"0 all sectors","222 Nursing professionals","women","post-graduate education (ISCED97 6)",130,130,150,150,150
"0 all sectors","222 Nursing professionals","women","no information about level of educational attainment",..,200,230,250,230
"0 all sectors","223 Nursing professionals (cont.)","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","men","post-secondary education, less than 3 years (ISCED97 4+5B)",370,340,330,290,310
"0 all sectors","223 Nursing professionals (cont.)","men","post-secondary education 3 years or more (ISCED97 5A)",940,1100,1100,1100,1200
"0 all sectors","223 Nursing professionals (cont.)","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","women","post-secondary education, less than 3 years (ISCED97 4+5B)",4800,4400,4200,4200,3600
"0 all sectors","223 Nursing professionals (cont.)","women","post-secondary education 3 years or more (ISCED97 5A)",14300,15000,15900,15900,15900
"0 all sectors","223 Nursing professionals (cont.)","women","post-graduate education (ISCED97 6)",120,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","women","no information about level of educational attainment",..,..,..,..,120
"0 all sectors","224 Psychologists and psychotherapists","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","men","post-secondary education 3 years or more (ISCED97 5A)",1900,1900,2000,2300,2500
"0 all sectors","224 Psychologists and psychotherapists","men","post-graduate education (ISCED97 6)",..,..,..,110,120
"0 all sectors","224 Psychologists and psychotherapists","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","post-secondary education 3 years or more (ISCED97 5A)",5600,5700,6800,6600,7200
"0 all sectors","224 Psychologists and psychotherapists","women","post-graduate education (ISCED97 6)",130,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","post-secondary education 3 years or more (ISCED97 5A)",310,320,350,..,400
"0 all sectors","225 Veterinarians","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","post-secondary education 3 years or more (ISCED97 5A)",1000,1100,1200,1200,1500
"0 all sectors","225 Veterinarians","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","226 Dentists","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","226 Dentists","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","226 Dentists","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","226 Dentists","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","226 Dentists","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","226 Dentists","men","post-secondary education 3 years or more (ISCED97 5A)",1700,2000,1300,..,1500
"0 all sectors","226 Dentists","men","post-graduate education (ISCED97 6)",120,110,110,..,..
"0 all sectors","226 Dentists","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","226 Dentists","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","226 Dentists","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","226 Dentists","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","226 Dentists","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","226 Dentists","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","226 Dentists","women","post-secondary education 3 years or more (ISCED97 5A)",2700,3000,3200,2900,2900
"0 all sectors","226 Dentists","women","post-graduate education (ISCED97 6)",140,..,..,190,160
"0 all sectors","226 Dentists","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","post-secondary education, less than 3 years (ISCED97 4+5B)",440,..,..,..,350
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","post-secondary education 3 years or more (ISCED97 5A)",2000,2300,2300,2200,2800
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","post-secondary education, less than 3 years (ISCED97 4+5B)",4000,3900,3400,2900,2700
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","post-secondary education 3 years or more (ISCED97 5A)",11100,10700,11000,11200,11700
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","post-graduate education (ISCED97 6)",110,130,140,130,140
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","men","post-secondary education 3 years or more (ISCED97 5A)",..,760,810,880,1100
"0 all sectors","228 Specialists in health care not elsewhere classified","men","post-graduate education (ISCED97 6)",..,..,..,100,120
"0 all sectors","228 Specialists in health care not elsewhere classified","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","women","post-secondary education, less than 3 years (ISCED97 4+5B)",960,1000,1100,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","women","post-secondary education 3 years or more (ISCED97 5A)",4300,6100,6200,8200,6800
"0 all sectors","228 Specialists in health care not elsewhere classified","women","post-graduate education (ISCED97 6)",190,260,240,270,310
"0 all sectors","228 Specialists in health care not elsewhere classified","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,130,..
"0 all sectors","231 University and higher education teachers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",650,580,530,550,510
"0 all sectors","231 University and higher education teachers","men","post-secondary education 3 years or more (ISCED97 5A)",8000,7500,7200,6800,6700
"0 all sectors","231 University and higher education teachers","men","post-graduate education (ISCED97 6)",10800,10700,10700,10900,11000
"0 all sectors","231 University and higher education teachers","men","no information about level of educational attainment",1100,1300,1400,1500,1700
"0 all sectors","231 University and higher education teachers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","231 University and higher education teachers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",530,520,470,470,400
"0 all sectors","231 University and higher education teachers","women","post-secondary education 3 years or more (ISCED97 5A)",8000,7800,7700,7300,7300
"0 all sectors","231 University and higher education teachers","women","post-graduate education (ISCED97 6)",7100,7400,7500,7900,8200
"0 all sectors","231 University and higher education teachers","women","no information about level of educational attainment",620,740,780,910,1000
"0 all sectors","232 Vocational education teachers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","men","primary and secondary education 9-10 years (ISCED97 2)",120,..,130,..,..
"0 all sectors","232 Vocational education teachers","men","upper secondary education, 2 years or less (ISCED97 3C)",710,..,730,860,..
"0 all sectors","232 Vocational education teachers","men","upper secondary education 3 years (ISCED97 3A)",480,710,530,620,760
"0 all sectors","232 Vocational education teachers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",2200,2200,2100,2100,2200
"0 all sectors","232 Vocational education teachers","men","post-secondary education 3 years or more (ISCED97 5A)",2100,2200,2100,2100,1700
"0 all sectors","232 Vocational education teachers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,110,120,180
"0 all sectors","232 Vocational education teachers","women","upper secondary education 3 years (ISCED97 3A)",..,230,210,..,290
"0 all sectors","232 Vocational education teachers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",1000,950,980,1200,1200
"0 all sectors","232 Vocational education teachers","women","post-secondary education 3 years or more (ISCED97 5A)",2600,3000,2700,2900,2400
"0 all sectors","232 Vocational education teachers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","233 Secondary education teachers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","233 Secondary education teachers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","233 Secondary education teachers","men","upper secondary education, 2 years or less (ISCED97 3C)",220,210,240,220,..
"0 all sectors","233 Secondary education teachers","men","upper secondary education 3 years (ISCED97 3A)",290,290,420,330,430
"0 all sectors","233 Secondary education teachers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",1200,1100,1100,1100,1200
"0 all sectors","233 Secondary education teachers","men","post-secondary education 3 years or more (ISCED97 5A)",9200,8600,8800,9100,9400
"0 all sectors","233 Secondary education teachers","men","post-graduate education (ISCED97 6)",310,320,320,340,390
"0 all sectors","233 Secondary education teachers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","233 Secondary education teachers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
