"region","sector","occuptional  (SSYK 2012)","sex","2014","2015","2016","2017","2018","2019","2020"
"SE21 Småland and islands","0 all sectors","141 Primary and secondary schools and adult education managers","men",390,350,360,330,340,330,350
"SE21 Småland and islands","0 all sectors","141 Primary and secondary schools and adult education managers","women",520,470,490,540,550,620,670
"SE21 Småland and islands","0 all sectors","142 Preschool managers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","142 Preschool managers","women",..,..,..,..,290,..,..
"SE21 Småland and islands","0 all sectors","149 Education managers not elsewhere classified","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","149 Education managers not elsewhere classified","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","151 Health care managers","men",220,180,..,190,210,190,200
"SE21 Småland and islands","0 all sectors","151 Health care managers","women",600,610,680,730,750,870,740
"SE21 Småland and islands","0 all sectors","152 Managers in social and curative care","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","152 Managers in social and curative care","women",180,220,270,240,260,260,260
"SE21 Småland and islands","0 all sectors","153 Elderly care managers","men",100,100,120,140,130,130,130
"SE21 Småland and islands","0 all sectors","153 Elderly care managers","women",720,780,880,870,820,820,880
"SE21 Småland and islands","0 all sectors","154 Managers and leaders within religious bodies","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","154 Managers and leaders within religious bodies","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","159 Other social services managers","men",620,600,670,700,640,630,640
"SE21 Småland and islands","0 all sectors","159 Other social services managers","women",440,460,510,550,560,570,590
"SE21 Småland and islands","0 all sectors","161 Financial and insurance managers","men",120,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","161 Financial and insurance managers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","171 Hotel and conference managers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","171 Hotel and conference managers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","172 Restaurant managers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","172 Restaurant managers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","173 Retail and wholesale trade managers","men",290,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","173 Retail and wholesale trade managers","women",..,..,..,170,..,..,..
"SE21 Småland and islands","0 all sectors","174 Sports, leisure and wellness managers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","174 Sports, leisure and wellness managers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","179 Other services managers not elsewhere classified","men",290,..,..,240,..,..,250
"SE21 Småland and islands","0 all sectors","179 Other services managers not elsewhere classified","women",..,110,..,..,..,110,110
"SE21 Småland and islands","0 all sectors","211 Physicists and chemists","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","211 Physicists and chemists","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","212 Mathematicians, actuaries and statisticians","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","212 Mathematicians, actuaries and statisticians","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men",..,310,260,250,260,240,290
"SE21 Småland and islands","0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women",200,170,160,170,200,220,250
"SE21 Småland and islands","0 all sectors","214 Engineering professionals","men",2400,2400,2600,2800,2900,3900,4000
"SE21 Småland and islands","0 all sectors","214 Engineering professionals","women",500,480,660,630,..,..,1100
"SE21 Småland and islands","0 all sectors","216 Architects and surveyors","men",220,200,220,190,140,160,..
"SE21 Småland and islands","0 all sectors","216 Architects and surveyors","women",..,..,230,200,170,190,..
"SE21 Småland and islands","0 all sectors","217 Designers","men",..,..,..,620,..,..,360
"SE21 Småland and islands","0 all sectors","217 Designers","women",220,340,490,470,230,230,..
"SE21 Småland and islands","0 all sectors","218 Specialists within environmental and health protection","men",220,230,250,280,290,320,280
"SE21 Småland and islands","0 all sectors","218 Specialists within environmental and health protection","women",330,390,390,390,450,480,460
"SE21 Småland and islands","0 all sectors","221 Medical doctors","men",1400,1600,1700,1600,1500,1600,1500
"SE21 Småland and islands","0 all sectors","221 Medical doctors","women",1200,1300,1300,1300,1400,1400,1500
"SE21 Småland and islands","0 all sectors","222 Nursing professionals","men",860,890,890,870,890,920,910
"SE21 Småland and islands","0 all sectors","222 Nursing professionals","women",5900,6300,6100,6100,6200,6200,5900
"SE21 Småland and islands","0 all sectors","223 Nursing professionals (cont.)","men",..,..,110,120,120,120,130
"SE21 Småland and islands","0 all sectors","223 Nursing professionals (cont.)","women",1700,1900,1900,1900,1700,1800,1800
"SE21 Småland and islands","0 all sectors","224 Psychologists and psychotherapists","men",140,140,130,140,140,140,150
"SE21 Småland and islands","0 all sectors","224 Psychologists and psychotherapists","women",300,310,..,..,310,320,340
"SE21 Småland and islands","0 all sectors","225 Veterinarians","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","225 Veterinarians","women",..,..,..,..,..,..,150
"SE21 Småland and islands","0 all sectors","226 Dentists","men",130,140,130,..,140,140,140
"SE21 Småland and islands","0 all sectors","226 Dentists","women",240,230,..,240,..,..,280
"SE21 Småland and islands","0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men",210,190,200,240,200,200,220
"SE21 Småland and islands","0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women",1300,1300,1300,1300,1300,1300,1300
"SE21 Småland and islands","0 all sectors","228 Specialists in health care not elsewhere classified","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","228 Specialists in health care not elsewhere classified","women",410,450,470,540,500,480,540
"SE21 Småland and islands","0 all sectors","231 University and higher education teachers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","231 University and higher education teachers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","232 Vocational education teachers","men",600,580,620,490,530,520,580
"SE21 Småland and islands","0 all sectors","232 Vocational education teachers","women",380,340,360,350,360,350,420
"SE21 Småland and islands","0 all sectors","233 Secondary education teachers","men",1200,1000,1000,1100,1100,970,1000
"SE21 Småland and islands","0 all sectors","233 Secondary education teachers","women",1600,1300,1300,1300,1500,1300,1400
"SE21 Småland and islands","0 all sectors","234 Primary- and pre-school teachers ","men",3000,2800,3000,3000,3100,3200,3200
"SE21 Småland and islands","0 all sectors","234 Primary- and pre-school teachers ","women",15700,15200,15500,15400,15100,15200,15100
"SE21 Småland and islands","0 all sectors","235 Teaching professionals not elsewhere classified","men",750,820,880,980,860,820,850
"SE21 Småland and islands","0 all sectors","235 Teaching professionals not elsewhere classified","women",2200,2300,2600,2700,2600,2600,2700
"SE21 Småland and islands","0 all sectors","241 Accountants, financial analysts and fund managers","men",900,..,..,1000,940,860,790
"SE21 Småland and islands","0 all sectors","241 Accountants, financial analysts and fund managers","women",1100,..,1600,1700,1500,1500,1200
"SE21 Småland and islands","0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men",2200,2200,1800,2100,2300,2500,2400
"SE21 Småland and islands","0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women",2900,3200,3400,3300,3500,4100,3800
"SE21 Småland and islands","0 all sectors","243 Marketing and public relations professionals","men",460,400,360,..,..,..,490
"SE21 Småland and islands","0 all sectors","243 Marketing and public relations professionals","women",900,780,830,800,1100,1200,1000
"SE21 Småland and islands","0 all sectors","251 ICT architects, systems analysts and test managers","men",..,2700,3100,3800,4000,3800,3300
"SE21 Småland and islands","0 all sectors","251 ICT architects, systems analysts and test managers","women",1000,930,890,830,1200,990,930
"SE21 Småland and islands","0 all sectors","261 Legal professionals","men",..,..,..,..,300,..,270
"SE21 Småland and islands","0 all sectors","261 Legal professionals","women",540,520,..,470,390,380,390
"SE21 Småland and islands","0 all sectors","262 Museum curators and librarians and related professionals","men",160,170,210,220,230,230,180
"SE21 Småland and islands","0 all sectors","262 Museum curators and librarians and related professionals","women",480,480,590,610,540,680,590
"SE21 Småland and islands","0 all sectors","264 Authors, journalists and linguists","men",..,..,..,..,280,..,..
"SE21 Småland and islands","0 all sectors","264 Authors, journalists and linguists","women",..,240,..,..,240,270,..
"SE21 Småland and islands","0 all sectors","265 Creative and performing artists","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","265 Creative and performing artists","women",270,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","266 Social work and counselling professionals","men",360,410,480,470,680,620,600
"SE21 Småland and islands","0 all sectors","266 Social work and counselling professionals","women",2300,2400,2700,2700,3100,3100,3000
"SE21 Småland and islands","0 all sectors","267 Religious professionals and deacons","men",150,150,150,..,..,..,..
"SE21 Småland and islands","0 all sectors","267 Religious professionals and deacons","women",170,170,180,..,..,..,..
"SE21 Småland and islands","0 all sectors","311 Physical and engineering science technicians","men",5400,5000,4600,5600,7100,6700,6800
"SE21 Småland and islands","0 all sectors","311 Physical and engineering science technicians","women",..,830,870,1000,1300,1400,1700
"SE21 Småland and islands","0 all sectors","312 Construction and manufacturing supervisors","men",1200,1500,..,1600,2200,2100,1700
"SE21 Småland and islands","0 all sectors","312 Construction and manufacturing supervisors","women",170,..,200,..,210,320,..
"SE21 Småland and islands","0 all sectors","315 Ship and aircraft controllers and technicians","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","315 Ship and aircraft controllers and technicians","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","321 Medical and pharmaceutical technicians","men",600,630,550,560,660,760,890
"SE21 Småland and islands","0 all sectors","321 Medical and pharmaceutical technicians","women",1000,1000,940,1200,1100,1100,1200
"SE21 Småland and islands","0 all sectors","323 Complementary medicine therapists and associate professionals","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","323 Complementary medicine therapists and associate professionals","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","324 Veterinary assistants","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","324 Veterinary assistants","women",120,..,..,..,180,..,..
"SE21 Småland and islands","0 all sectors","325 Dental hygienists","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","325 Dental hygienists","women",240,270,..,..,..,..,270
"SE21 Småland and islands","0 all sectors","331 Financial and accounting associate professionals","men",..,1100,930,1000,..,..,..
"SE21 Småland and islands","0 all sectors","331 Financial and accounting associate professionals","women",2900,3500,2500,2200,1700,2000,1800
"SE21 Småland and islands","0 all sectors","332 Insurance advisers, sales and purchasing agents","men",6300,6100,7900,6500,6400,6200,5500
"SE21 Småland and islands","0 all sectors","332 Insurance advisers, sales and purchasing agents","women",2700,2400,2900,2500,2500,..,2200
"SE21 Småland and islands","0 all sectors","333 Business services agents","men",860,900,980,..,..,..,..
"SE21 Småland and islands","0 all sectors","333 Business services agents","women",1100,1400,1300,1000,..,780,..
"SE21 Småland and islands","0 all sectors","334 Administrative and specialized secretaries","men",..,..,..,..,..,430,..
"SE21 Småland and islands","0 all sectors","334 Administrative and specialized secretaries","women",..,..,..,570,..,..,660
"SE21 Småland and islands","0 all sectors","335 Tax and related government associate professionals","men",1000,1000,1200,1100,1100,1300,1100
"SE21 Småland and islands","0 all sectors","335 Tax and related government associate professionals","women",1900,2000,2100,2000,1900,2000,2000
"SE21 Småland and islands","0 all sectors","336 Police officers ","men",710,710,670,670,680,720,770
"SE21 Småland and islands","0 all sectors","336 Police officers ","women",310,320,310,320,330,340,350
"SE21 Småland and islands","0 all sectors","341 Social work and religious associate professionals","men",1000,1400,1500,1200,830,..,..
"SE21 Småland and islands","0 all sectors","341 Social work and religious associate professionals","women",..,..,1400,1300,1200,1000,810
"SE21 Småland and islands","0 all sectors","342 Athletes, fitness instructors and recreational workers","men",..,..,700,750,..,..,..
"SE21 Småland and islands","0 all sectors","342 Athletes, fitness instructors and recreational workers","women",880,..,..,..,980,..,..
"SE21 Småland and islands","0 all sectors","343 Photographers, interior decorators and entertainers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","343 Photographers, interior decorators and entertainers","women",..,..,150,150,..,..,..
"SE21 Småland and islands","0 all sectors","344 Driving instructors and other instructors","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","344 Driving instructors and other instructors","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","345 Culinary associate professionals","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","345 Culinary associate professionals","women",180,..,150,..,..,..,..
"SE21 Småland and islands","0 all sectors","351 ICT operations and user support technicians","men",1900,1700,1700,1700,1900,2300,2300
"SE21 Småland and islands","0 all sectors","351 ICT operations and user support technicians","women",..,480,550,480,570,..,500
"SE21 Småland and islands","0 all sectors","352 Broadcasting and audio-visual technicians","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","352 Broadcasting and audio-visual technicians","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","411 Office assistants and other secretaries","men",2100,1900,2500,2000,1900,2100,1700
"SE21 Småland and islands","0 all sectors","411 Office assistants and other secretaries","women",11500,10400,11900,12300,11000,11600,9900
"SE21 Småland and islands","0 all sectors","421 Croupiers, debt collectors and related workers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","421 Croupiers, debt collectors and related workers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","422 Client information clerks","men",480,980,1100,950,900,1000,880
"SE21 Småland and islands","0 all sectors","422 Client information clerks","women",2200,3000,3200,..,3000,..,2500
"SE21 Småland and islands","0 all sectors","432 Stores and transport clerks","men",6500,7300,8700,..,9600,8300,7200
"SE21 Småland and islands","0 all sectors","432 Stores and transport clerks","women",1800,1900,2600,..,2500,2300,1900
"SE21 Småland and islands","0 all sectors","441 Library and filing clerks","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","441 Library and filing clerks","women",250,240,250,240,240,250,250
"SE21 Småland and islands","0 all sectors","442 Postmen and postal facility workers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","442 Postmen and postal facility workers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","443 Elected representatives","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","443 Elected representatives","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","511 Cabin crew, guides and related workers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","511 Cabin crew, guides and related workers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","512 Cooks and cold-buffet managers","men",410,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","512 Cooks and cold-buffet managers","women",1800,1800,2300,..,2200,2300,1900
"SE21 Småland and islands","0 all sectors","513 Waiters and bartenders","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","513 Waiters and bartenders","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","514 Hairdressers, beauty and body therapists","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","514 Hairdressers, beauty and body therapists","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","515 Building caretakers and related workers","men",3100,3000,2600,..,2600,2100,2600
"SE21 Småland and islands","0 all sectors","515 Building caretakers and related workers","women",490,650,..,370,..,..,..
"SE21 Småland and islands","0 all sectors","516 Other service related workers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","516 Other service related workers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","522 Shop staff","men",..,..,3900,3500,..,5000,3600
"SE21 Småland and islands","0 all sectors","522 Shop staff","women",..,..,9200,8200,8200,9200,7900
"SE21 Småland and islands","0 all sectors","523 Cashiers and related clerks","men",200,260,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","523 Cashiers and related clerks","women",390,420,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","524 Event seller and telemarketers","men",..,160,140,130,..,..,..
"SE21 Småland and islands","0 all sectors","524 Event seller and telemarketers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","531 Child care workers and teachers aides","men",880,920,1200,1300,1400,..,1500
"SE21 Småland and islands","0 all sectors","531 Child care workers and teachers aides","women",6100,6300,6600,6700,7500,8800,7400
"SE21 Småland and islands","0 all sectors","532 Personal care workers in health services","men",940,1100,1100,1200,1300,1200,1300
"SE21 Småland and islands","0 all sectors","532 Personal care workers in health services","women",16200,16900,16900,17000,16600,15500,15500
"SE21 Småland and islands","0 all sectors","533 Health care assistants","men",770,970,1700,1600,1700,1900,2200
"SE21 Småland and islands","0 all sectors","533 Health care assistants","women",5500,6200,7300,6700,6000,5800,5600
"SE21 Småland and islands","0 all sectors","534 Attendants, personal assistants and related workers","men",3000,3400,3300,3200,3300,3600,3600
"SE21 Småland and islands","0 all sectors","534 Attendants, personal assistants and related workers","women",9900,9900,10000,9400,9200,9600,9300
"SE21 Småland and islands","0 all sectors","535 Dental nurses","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","535 Dental nurses","women",880,890,850,..,1100,1000,990
"SE21 Småland and islands","0 all sectors","541 Other surveillance and security workers","men",1600,1500,1500,1500,1500,1500,1600
"SE21 Småland and islands","0 all sectors","541 Other surveillance and security workers","women",630,670,670,660,540,540,550
"SE21 Småland and islands","0 all sectors","611 Market gardeners and crop growers","men",..,..,..,..,..,390,..
"SE21 Småland and islands","0 all sectors","611 Market gardeners and crop growers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","612 Animal breeders and keepers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","612 Animal breeders and keepers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","613 Mixed crop and animal breeders","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","613 Mixed crop and animal breeders","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","621 Forestry and related workers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","621 Forestry and related workers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","622 Aquaculture and fishery workers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","622 Aquaculture and fishery workers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","711 Carpenters, bricklayers and construction workers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","711 Carpenters, bricklayers and construction workers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","men",..,..,760,..,770,..,..
"SE21 Småland and islands","0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men",..,2900,3800,3100,3600,..,2200
"SE21 Småland and islands","0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men",6900,8100,9500,13200,10700,10500,9400
"SE21 Småland and islands","0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women",1500,1800,1500,2100,1800,1800,1700
"SE21 Småland and islands","0 all sectors","723 Machinery mechanics and fitters","men",6200,5700,..,..,5400,5100,4900
"SE21 Småland and islands","0 all sectors","723 Machinery mechanics and fitters","women",..,..,..,..,330,320,280
"SE21 Småland and islands","0 all sectors","731 Precision-instrument makers and handicraft workers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","731 Precision-instrument makers and handicraft workers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","732 Printing trades workers","men",530,630,680,640,480,440,..
"SE21 Småland and islands","0 all sectors","732 Printing trades workers","women",..,170,190,..,..,..,..
"SE21 Småland and islands","0 all sectors","741 Electrical equipment installers and repairers","men",1900,2000,2100,1700,1600,..,1800
"SE21 Småland and islands","0 all sectors","741 Electrical equipment installers and repairers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","742 Electronics and telecommunications installers and repairers","men",130,..,..,..,..,360,280
"SE21 Småland and islands","0 all sectors","742 Electronics and telecommunications installers and repairers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men",1700,..,..,..,..,..,2200
"SE21 Småland and islands","0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women",..,..,300,..,330,310,260
"SE21 Småland and islands","0 all sectors","753 Tailors, upholsterers and leather craftsmen","men",170,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","753 Tailors, upholsterers and leather craftsmen","women",200,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","761 Butchers, bakers and food processors","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","761 Butchers, bakers and food processors","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","811 Mining and mineral processing plant operators","men",..,..,..,..,130,230,240
"SE21 Småland and islands","0 all sectors","811 Mining and mineral processing plant operators","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","812 Metal processing and finishing plant operators","men",..,..,..,..,..,1200,..
"SE21 Småland and islands","0 all sectors","812 Metal processing and finishing plant operators","women",..,..,..,..,..,230,..
"SE21 Småland and islands","0 all sectors","813 Machine operators, chemical and pharmaceutical products","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","813 Machine operators, chemical and pharmaceutical products","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","814 Machine operators, rubber, plastic and paper products","men",2200,..,1800,2000,1900,..,..
"SE21 Småland and islands","0 all sectors","814 Machine operators, rubber, plastic and paper products","women",940,1100,850,1000,880,..,1200
"SE21 Småland and islands","0 all sectors","815 Machine operators, textile, fur and leather products","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","815 Machine operators, textile, fur and leather products","women",..,..,..,..,..,..,160
"SE21 Småland and islands","0 all sectors","816 Machine operators, food and related products","men",..,..,..,..,880,..,..
"SE21 Småland and islands","0 all sectors","816 Machine operators, food and related products","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","817 Wood processing and papermaking plant operators","men",1900,1600,2100,2100,..,2000,2100
"SE21 Småland and islands","0 all sectors","817 Wood processing and papermaking plant operators","women",280,250,320,360,..,..,360
"SE21 Småland and islands","0 all sectors","818 Other stationary plant and machine operators","men",490,..,650,620,540,..,..
"SE21 Småland and islands","0 all sectors","818 Other stationary plant and machine operators","women",250,260,270,200,..,..,..
"SE21 Småland and islands","0 all sectors","819 Process control technicians","men",1400,1500,1500,1500,1500,1500,1700
"SE21 Småland and islands","0 all sectors","819 Process control technicians","women",..,110,130,140,..,..,..
"SE21 Småland and islands","0 all sectors","821 Assemblers","men",7900,7700,9400,7600,9300,7300,6700
"SE21 Småland and islands","0 all sectors","821 Assemblers","women",2700,2500,3400,3100,3100,2600,2500
"SE21 Småland and islands","0 all sectors","831 Train operators and related workers","men",..,..,..,170,190,240,230
"SE21 Småland and islands","0 all sectors","831 Train operators and related workers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","832 Car, van and motorcycle drivers","men",..,300,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","832 Car, van and motorcycle drivers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","833 Heavy truck and bus drivers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","833 Heavy truck and bus drivers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","834 Mobile plant operators","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","834 Mobile plant operators","women",..,190,160,..,160,..,150
"SE21 Småland and islands","0 all sectors","835 Ships deck crews and related workers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","835 Ships deck crews and related workers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","911 Cleaners and helpers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","911 Cleaners and helpers","women",5500,7900,6100,..,..,..,5200
"SE21 Småland and islands","0 all sectors","912 Washers, window cleaners and other cleaning workers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","912 Washers, window cleaners and other cleaning workers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","921 Berry pickers and planters","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","921 Berry pickers and planters","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","931 Construction labourers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","931 Construction labourers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","932 Manufacturing labourers","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","932 Manufacturing labourers","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","933 Dockers and ground personnel","men",..,..,410,..,..,..,..
"SE21 Småland and islands","0 all sectors","933 Dockers and ground personnel","women",..,..,130,..,170,180,140
"SE21 Småland and islands","0 all sectors","941 Fast-food workers, food preparation assistants","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","941 Fast-food workers, food preparation assistants","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","952 Street and market vendors","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","952 Street and market vendors","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","961 Recycling collectors","men",370,530,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","961 Recycling collectors","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","962 Newspaper distributors, janitors and other service workers","men",2000,2000,2500,1900,2500,2200,1800
"SE21 Småland and islands","0 all sectors","962 Newspaper distributors, janitors and other service workers","women",..,1300,1300,..,1300,1200,..
"SE21 Småland and islands","0 all sectors","0001 Other professions","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","0001 Other professions","women",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","0002 occupations unidentifiable","men",..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","0002 occupations unidentifiable","women",..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","011 Commissioned armed forces officers","men",130,230,..,..,..,..,..
"SE22 South Sweden","0 all sectors","011 Commissioned armed forces officers","women",..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","021 Non-commissioned armed forces officers","men",290,120,..,..,..,..,..
"SE22 South Sweden","0 all sectors","021 Non-commissioned armed forces officers","women",..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","031 Armed forces occupations, other ranks","men",730,540,..,..,..,..,..
"SE22 South Sweden","0 all sectors","031 Armed forces occupations, other ranks","women",..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","111 Legislators and senior officials","men",..,180,..,..,..,..,..
"SE22 South Sweden","0 all sectors","111 Legislators and senior officials","women",140,130,140,..,..,..,..
"SE22 South Sweden","0 all sectors","112 Managing directors and chief executives","men",..,2500,..,..,..,2300,2500
"SE22 South Sweden","0 all sectors","112 Managing directors and chief executives","women",..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","121 Finance managers","men",950,1100,960,880,1100,1300,1100
"SE22 South Sweden","0 all sectors","121 Finance managers","women",720,790,..,..,1100,..,1500
"SE22 South Sweden","0 all sectors","122 Human resource managers","men",310,..,..,240,250,360,..
