"region","sector","occuptional  (SSYK 2012)","sex","2014","2015","2016","2017","2018"
"SE12 East-Central Sweden","1-3 public sector","214 Engineering professionals","men",41200,42300,45400,47000,48600
"SE12 East-Central Sweden","1-3 public sector","214 Engineering professionals","women",36900,37600,42800,45100,45500
"SE12 East-Central Sweden","1-3 public sector","216 Architects and surveyors","men",36000,36500,37400,38400,39000
"SE12 East-Central Sweden","1-3 public sector","216 Architects and surveyors","women",34100,35300,36100,37300,38500
"SE12 East-Central Sweden","1-3 public sector","217 Designers","men",31900,33200,34400,35100,35400
"SE12 East-Central Sweden","1-3 public sector","217 Designers","women",32600,34000,36700,37000,36300
"SE12 East-Central Sweden","1-3 public sector","218 Specialists within environmental and health protection","men",32900,33400,33900,35200,36000
"SE12 East-Central Sweden","1-3 public sector","218 Specialists within environmental and health protection","women",31900,32500,33400,34100,34500
"SE12 East-Central Sweden","1-3 public sector","221 Medical doctors","men",64000,64700,66300,67900,68700
"SE12 East-Central Sweden","1-3 public sector","221 Medical doctors","women",57400,58500,60100,61400,62600
"SE12 East-Central Sweden","1-3 public sector","222 Nursing professionals","men",32300,33800,35200,36000,36700
"SE12 East-Central Sweden","1-3 public sector","222 Nursing professionals","women",31600,32800,34000,34900,35700
"SE12 East-Central Sweden","1-3 public sector","223 Nursing professionals (cont.)","men",33300,34600,35500,36300,37100
"SE12 East-Central Sweden","1-3 public sector","223 Nursing professionals (cont.)","women",32800,34100,35000,36100,37100
"SE12 East-Central Sweden","1-3 public sector","224 Psychologists and psychotherapists","men",36300,37300,38300,39200,40400
"SE12 East-Central Sweden","1-3 public sector","224 Psychologists and psychotherapists","women",35700,36800,37600,38700,40000
"SE12 East-Central Sweden","1-3 public sector","225 Veterinarians","men",40100,41000,40900,42200,42800
"SE12 East-Central Sweden","1-3 public sector","225 Veterinarians","women",40000,41300,42100,42600,43700
"SE12 East-Central Sweden","1-3 public sector","226 Dentists","men",47300,47800,49400,51200,52400
"SE12 East-Central Sweden","1-3 public sector","226 Dentists","women",44900,46000,46300,47800,49500
"SE12 East-Central Sweden","1-3 public sector","227 Naprapaths, physiotherapists, occupational therapists","men",27400,28100,29000,29500,30400
"SE12 East-Central Sweden","1-3 public sector","227 Naprapaths, physiotherapists, occupational therapists","women",28000,28700,29400,30300,31100
"SE12 East-Central Sweden","1-3 public sector","228 Specialists in health care not elsewhere classified","men",35700,35500,37100,37500,38100
"SE12 East-Central Sweden","1-3 public sector","228 Specialists in health care not elsewhere classified","women",30400,30900,31600,32300,33400
"SE12 East-Central Sweden","1-3 public sector","231 University and higher education teachers","men",39900,41200,42000,43600,44600
"SE12 East-Central Sweden","1-3 public sector","231 University and higher education teachers","women",36100,37500,38400,39800,40900
"SE12 East-Central Sweden","1-3 public sector","232 Vocational education teachers","men",31700,32700,34100,35200,36100
"SE12 East-Central Sweden","1-3 public sector","232 Vocational education teachers","women",31300,32400,33900,35200,36300
"SE12 East-Central Sweden","1-3 public sector","233 Secondary education teachers","men",31900,32700,34300,35400,36400
"SE12 East-Central Sweden","1-3 public sector","233 Secondary education teachers","women",31500,32600,34300,35400,36500
"SE12 East-Central Sweden","1-3 public sector","234 Primary- and pre-school teachers ","men",27500,28300,29400,30400,31400
"SE12 East-Central Sweden","1-3 public sector","234 Primary- and pre-school teachers ","women",27500,28400,29800,30800,31800
"SE12 East-Central Sweden","1-3 public sector","235 Teaching professionals not elsewhere classified","men",28200,28700,28900,29900,30800
"SE12 East-Central Sweden","1-3 public sector","235 Teaching professionals not elsewhere classified","women",30000,30800,32000,33000,34300
"SE12 East-Central Sweden","1-3 public sector","241 Accountants, financial analysts and fund managers","men",39200,40100,40200,41300,41800
"SE12 East-Central Sweden","1-3 public sector","241 Accountants, financial analysts and fund managers","women",35300,36700,37400,38200,39400
"SE12 East-Central Sweden","1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","men",37700,37900,38100,39000,40300
"SE12 East-Central Sweden","1-3 public sector","242 Organisation analysts, policy administrators and human resource specialists","women",34400,35300,35500,36400,37600
"SE12 East-Central Sweden","1-3 public sector","243 Marketing and public relations professionals","men",36000,36400,36100,37300,38200
"SE12 East-Central Sweden","1-3 public sector","243 Marketing and public relations professionals","women",33800,34700,35200,35800,37000
"SE12 East-Central Sweden","1-3 public sector","251 ICT architects, systems analysts and test managers","men",37100,38000,38200,39500,40600
"SE12 East-Central Sweden","1-3 public sector","251 ICT architects, systems analysts and test managers","women",35500,36300,36900,37500,38600
"SE12 East-Central Sweden","1-3 public sector","261 Legal professionals","men",40700,41600,42800,43900,45200
"SE12 East-Central Sweden","1-3 public sector","261 Legal professionals","women",37400,38000,39500,40800,42400
"SE12 East-Central Sweden","1-3 public sector","262 Museum curators and librarians and related professionals","men",31100,32000,32300,32700,33600
"SE12 East-Central Sweden","1-3 public sector","262 Museum curators and librarians and related professionals","women",29900,30500,31000,31600,32300
"SE12 East-Central Sweden","1-3 public sector","264 Authors, journalists and linguists","men",33400,33600,36200,37400,37400
"SE12 East-Central Sweden","1-3 public sector","264 Authors, journalists and linguists","women",27600,29000,30600,31200,32300
"SE12 East-Central Sweden","1-3 public sector","265 Creative and performing artists","men",28600,28100,29500,29600,28400
"SE12 East-Central Sweden","1-3 public sector","265 Creative and performing artists","women",26600,27000,28700,29100,29700
"SE12 East-Central Sweden","1-3 public sector","266 Social work and counselling professionals","men",29600,30400,31400,32100,32100
"SE12 East-Central Sweden","1-3 public sector","266 Social work and counselling professionals","women",28800,29800,30900,31900,32600
"SE12 East-Central Sweden","1-3 public sector","267 Religious professionals and deacons","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","267 Religious professionals and deacons","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","311 Physical and engineering science technicians","men",34200,35200,36100,37000,38100
"SE12 East-Central Sweden","1-3 public sector","311 Physical and engineering science technicians","women",32000,33300,33900,35400,36700
"SE12 East-Central Sweden","1-3 public sector","312 Construction and manufacturing supervisors","men",37500,38800,39400,40000,39900
"SE12 East-Central Sweden","1-3 public sector","312 Construction and manufacturing supervisors","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","315 Ship and aircraft controllers and technicians","men",48900,50700,52700,52400,54500
"SE12 East-Central Sweden","1-3 public sector","315 Ship and aircraft controllers and technicians","women",58900,64100,65800,56600,60200
"SE12 East-Central Sweden","1-3 public sector","321 Medical and pharmaceutical technicians","men",30100,31400,31800,32700,33500
"SE12 East-Central Sweden","1-3 public sector","321 Medical and pharmaceutical technicians","women",28600,29600,30300,31000,31800
"SE12 East-Central Sweden","1-3 public sector","323 Complementary medicine therapists and associate professionals","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","323 Complementary medicine therapists and associate professionals","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","324 Veterinary assistants","men",28800,29700,29400,30700,29800
"SE12 East-Central Sweden","1-3 public sector","324 Veterinary assistants","women",29400,31400,31000,30900,30500
"SE12 East-Central Sweden","1-3 public sector","325 Dental hygienists","men",27000,29500,29100,31900,30400
"SE12 East-Central Sweden","1-3 public sector","325 Dental hygienists","women",28200,28600,29900,31200,32000
"SE12 East-Central Sweden","1-3 public sector","331 Financial and accounting associate professionals","men",27400,28600,28600,30500,30500
"SE12 East-Central Sweden","1-3 public sector","331 Financial and accounting associate professionals","women",27600,28100,28500,29200,30300
"SE12 East-Central Sweden","1-3 public sector","332 Insurance advisers, sales and purchasing agents","men",36300,37700,38100,39300,40900
"SE12 East-Central Sweden","1-3 public sector","332 Insurance advisers, sales and purchasing agents","women",34000,34900,35900,37200,38200
"SE12 East-Central Sweden","1-3 public sector","333 Business services agents","men",28500,29000,29700,30400,32500
"SE12 East-Central Sweden","1-3 public sector","333 Business services agents","women",28400,28800,29300,30300,31400
"SE12 East-Central Sweden","1-3 public sector","334 Administrative and specialized secretaries","men",27400,26600,26400,26300,28800
"SE12 East-Central Sweden","1-3 public sector","334 Administrative and specialized secretaries","women",27100,27600,29000,29600,29000
"SE12 East-Central Sweden","1-3 public sector","335 Tax and related government associate professionals","men",31500,32400,33500,33900,34600
"SE12 East-Central Sweden","1-3 public sector","335 Tax and related government associate professionals","women",27500,28500,29300,30100,31000
"SE12 East-Central Sweden","1-3 public sector","336 Police officers ","men",30600,31300,31900,32800,34500
"SE12 East-Central Sweden","1-3 public sector","336 Police officers ","women",28500,29400,30100,31200,32900
"SE12 East-Central Sweden","1-3 public sector","341 Social work and religious associate professionals","men",26900,27500,28000,29000,29900
"SE12 East-Central Sweden","1-3 public sector","341 Social work and religious associate professionals","women",26500,27200,28200,29100,29700
"SE12 East-Central Sweden","1-3 public sector","342 Athletes, fitness instructors and recreational workers","men",23700,24200,24500,25000,25300
"SE12 East-Central Sweden","1-3 public sector","342 Athletes, fitness instructors and recreational workers","women",24500,25000,25200,25600,25800
"SE12 East-Central Sweden","1-3 public sector","343 Photographers, interior decorators and entertainers","men",28100,29400,30000,31600,32300
"SE12 East-Central Sweden","1-3 public sector","343 Photographers, interior decorators and entertainers","women",28100,27200,30700,30700,32200
"SE12 East-Central Sweden","1-3 public sector","344 Driving instructors and other instructors","men",27600,28000,30700,34900,35000
"SE12 East-Central Sweden","1-3 public sector","344 Driving instructors and other instructors","women",30400,32800,34100,34700,34500
"SE12 East-Central Sweden","1-3 public sector","345 Culinary associate professionals","men",30200,29900,32000,32100,30900
"SE12 East-Central Sweden","1-3 public sector","345 Culinary associate professionals","women",29600,30600,30900,32400,33300
"SE12 East-Central Sweden","1-3 public sector","351 ICT operations and user support technicians","men",29600,30600,32400,32500,33300
"SE12 East-Central Sweden","1-3 public sector","351 ICT operations and user support technicians","women",29400,30100,31800,32300,32400
"SE12 East-Central Sweden","1-3 public sector","352 Broadcasting and audio-visual technicians","men",27100,27900,28300,28000,29000
"SE12 East-Central Sweden","1-3 public sector","352 Broadcasting and audio-visual technicians","women",26300,26900,27100,27600,28100
"SE12 East-Central Sweden","1-3 public sector","411 Office assistants and other secretaries","men",25100,25700,26500,27700,27800
"SE12 East-Central Sweden","1-3 public sector","411 Office assistants and other secretaries","women",25100,25700,26400,27200,27800
"SE12 East-Central Sweden","1-3 public sector","421 Croupiers, debt collectors and related workers","men",26800,26800,27400,28600,29500
"SE12 East-Central Sweden","1-3 public sector","421 Croupiers, debt collectors and related workers","women",25900,26500,26500,28200,28800
"SE12 East-Central Sweden","1-3 public sector","422 Client information clerks","men",23200,24000,25700,26100,26500
"SE12 East-Central Sweden","1-3 public sector","422 Client information clerks","women",23300,24000,25300,25700,26200
"SE12 East-Central Sweden","1-3 public sector","432 Stores and transport clerks","men",26600,27200,27500,28200,28800
"SE12 East-Central Sweden","1-3 public sector","432 Stores and transport clerks","women",26300,26700,26800,27400,27500
"SE12 East-Central Sweden","1-3 public sector","441 Library and filing clerks","men",23000,23500,23900,24500,24900
"SE12 East-Central Sweden","1-3 public sector","441 Library and filing clerks","women",23000,23400,24000,24400,24900
"SE12 East-Central Sweden","1-3 public sector","442 Postmen and postal facility workers","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","442 Postmen and postal facility workers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","443 Elected representatives","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","443 Elected representatives","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","511 Cabin crew, guides and related workers","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","511 Cabin crew, guides and related workers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","512 Cooks and cold-buffet managers","men",24100,24700,25400,25900,26500
"SE12 East-Central Sweden","1-3 public sector","512 Cooks and cold-buffet managers","women",23600,24300,24800,25300,25800
"SE12 East-Central Sweden","1-3 public sector","513 Waiters and bartenders","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","513 Waiters and bartenders","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","514 Hairdressers, beauty and body therapists","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","514 Hairdressers, beauty and body therapists","women",24400,25100,25800,26400,27000
"SE12 East-Central Sweden","1-3 public sector","515 Building caretakers and related workers","men",23700,24500,25000,25600,26300
"SE12 East-Central Sweden","1-3 public sector","515 Building caretakers and related workers","women",22900,23300,23600,23600,24200
"SE12 East-Central Sweden","1-3 public sector","516 Other service related workers","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","516 Other service related workers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","522 Shop staff","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","522 Shop staff","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","523 Cashiers and related clerks","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","523 Cashiers and related clerks","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","524 Event seller and telemarketers","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","524 Event seller and telemarketers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","531 Child care workers and teachers aides","men",20900,21300,21600,22300,22800
"SE12 East-Central Sweden","1-3 public sector","531 Child care workers and teachers aides","women",21800,22200,22500,22900,23300
"SE12 East-Central Sweden","1-3 public sector","532 Personal care workers in health services","men",25500,26000,27000,27400,27700
"SE12 East-Central Sweden","1-3 public sector","532 Personal care workers in health services","women",25500,26100,27200,27700,28200
"SE12 East-Central Sweden","1-3 public sector","533 Health care assistants","men",22300,22900,23700,24100,24300
"SE12 East-Central Sweden","1-3 public sector","533 Health care assistants","women",22700,23400,24100,24400,24500
"SE12 East-Central Sweden","1-3 public sector","534 Attendants, personal assistants and related workers","men",25000,25500,26300,26900,27200
"SE12 East-Central Sweden","1-3 public sector","534 Attendants, personal assistants and related workers","women",24900,25600,26300,26800,27300
"SE12 East-Central Sweden","1-3 public sector","535 Dental nurses","men",26900,23700,23500,22100,23700
"SE12 East-Central Sweden","1-3 public sector","535 Dental nurses","women",24800,24900,25500,26300,26800
"SE12 East-Central Sweden","1-3 public sector","541 Other surveillance and security workers","men",27100,27100,27300,28100,29100
"SE12 East-Central Sweden","1-3 public sector","541 Other surveillance and security workers","women",24700,25200,25300,26000,26800
"SE12 East-Central Sweden","1-3 public sector","611 Market gardeners and crop growers","men",23700,24200,24400,25000,25700
"SE12 East-Central Sweden","1-3 public sector","611 Market gardeners and crop growers","women",24300,24700,25100,25300,26600
"SE12 East-Central Sweden","1-3 public sector","612 Animal breeders and keepers","men",24500,26100,26100,26700,27000
"SE12 East-Central Sweden","1-3 public sector","612 Animal breeders and keepers","women",24000,24800,23900,24500,24900
"SE12 East-Central Sweden","1-3 public sector","613 Mixed crop and animal breeders","men",23200,23600,24800,24900,25900
"SE12 East-Central Sweden","1-3 public sector","613 Mixed crop and animal breeders","women",23600,24300,25100,25000,25700
"SE12 East-Central Sweden","1-3 public sector","621 Forestry and related workers","men",25000,26300,26800,26900,28100
"SE12 East-Central Sweden","1-3 public sector","621 Forestry and related workers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","622 Aquaculture and fishery workers","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","622 Aquaculture and fishery workers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","711 Carpenters, bricklayers and construction workers","men",26100,27000,27300,27900,28600
"SE12 East-Central Sweden","1-3 public sector","711 Carpenters, bricklayers and construction workers","women",22100,22100,24300,24600,25600
"SE12 East-Central Sweden","1-3 public sector","712 Roofers, floor layers, plumbers and pipefitters","men",27400,27900,29000,30400,28900
"SE12 East-Central Sweden","1-3 public sector","712 Roofers, floor layers, plumbers and pipefitters","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men",28100,28800,29800,30400,..
"SE12 East-Central Sweden","1-3 public sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","722 Blacksmiths, toolmakers and related trades workers","men",26700,27300,26100,..,28900
"SE12 East-Central Sweden","1-3 public sector","722 Blacksmiths, toolmakers and related trades workers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","723 Machinery mechanics and fitters","men",27000,27800,28300,28900,29600
"SE12 East-Central Sweden","1-3 public sector","723 Machinery mechanics and fitters","women",25900,27600,29600,28600,29300
"SE12 East-Central Sweden","1-3 public sector","731 Precision-instrument makers and handicraft workers","men",27100,28500,29200,30100,29400
"SE12 East-Central Sweden","1-3 public sector","731 Precision-instrument makers and handicraft workers","women",24900,26300,..,..,..
"SE12 East-Central Sweden","1-3 public sector","732 Printing trades workers","men",26800,27500,27700,31000,29900
"SE12 East-Central Sweden","1-3 public sector","732 Printing trades workers","women",26200,25800,30600,29700,32200
"SE12 East-Central Sweden","1-3 public sector","741 Electrical equipment installers and repairers","men",29600,31300,32000,33900,34500
"SE12 East-Central Sweden","1-3 public sector","741 Electrical equipment installers and repairers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","742 Electronics and telecommunications installers and repairers","men",26900,27500,28900,29100,30100
"SE12 East-Central Sweden","1-3 public sector","742 Electronics and telecommunications installers and repairers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","752 Wood treaters, cabinet-makers and related trades workers","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","752 Wood treaters, cabinet-makers and related trades workers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","753 Tailors, upholsterers and leather craftsmen","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","753 Tailors, upholsterers and leather craftsmen","women",18700,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","761 Butchers, bakers and food processors","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","761 Butchers, bakers and food processors","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","811 Mining and mineral processing plant operators","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","811 Mining and mineral processing plant operators","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","812 Metal processing and finishing plant operators","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","812 Metal processing and finishing plant operators","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","813 Machine operators, chemical and pharmaceutical products","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","813 Machine operators, chemical and pharmaceutical products","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","814 Machine operators, rubber, plastic and paper products","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","814 Machine operators, rubber, plastic and paper products","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","815 Machine operators, textile, fur and leather products","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","815 Machine operators, textile, fur and leather products","women",21600,22100,20900,23000,22800
"SE12 East-Central Sweden","1-3 public sector","816 Machine operators, food and related products","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","816 Machine operators, food and related products","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","817 Wood processing and papermaking plant operators","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","817 Wood processing and papermaking plant operators","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","818 Other stationary plant and machine operators","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","818 Other stationary plant and machine operators","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","819 Process control technicians","men",28700,29500,30400,30900,31700
"SE12 East-Central Sweden","1-3 public sector","819 Process control technicians","women",27600,27800,28100,29500,29900
"SE12 East-Central Sweden","1-3 public sector","821 Assemblers","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","821 Assemblers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","831 Train operators and related workers","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","831 Train operators and related workers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","832 Car, van and motorcycle drivers","men",24700,25200,26200,26700,27200
"SE12 East-Central Sweden","1-3 public sector","832 Car, van and motorcycle drivers","women",22700,23800,25600,25700,25800
"SE12 East-Central Sweden","1-3 public sector","833 Heavy truck and bus drivers","men",24400,..,26800,27500,28200
"SE12 East-Central Sweden","1-3 public sector","833 Heavy truck and bus drivers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","834 Mobile plant operators","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","834 Mobile plant operators","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","835 Ships deck crews and related workers","men",32400,31700,33400,33900,34900
"SE12 East-Central Sweden","1-3 public sector","835 Ships deck crews and related workers","women",..,30300,31200,32500,36700
"SE12 East-Central Sweden","1-3 public sector","911 Cleaners and helpers","men",21100,21600,21800,22300,22700
"SE12 East-Central Sweden","1-3 public sector","911 Cleaners and helpers","women",21500,22000,22400,22900,23300
"SE12 East-Central Sweden","1-3 public sector","912 Washers, window cleaners and other cleaning workers","men",21100,22000,23700,21300,24400
"SE12 East-Central Sweden","1-3 public sector","912 Washers, window cleaners and other cleaning workers","women",21500,23500,22200,22000,24800
"SE12 East-Central Sweden","1-3 public sector","921 Berry pickers and planters","men",..,..,22000,..,..
"SE12 East-Central Sweden","1-3 public sector","921 Berry pickers and planters","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","931 Construction labourers","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","931 Construction labourers","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","932 Manufacturing labourers","men",24200,25500,26100,26000,28300
"SE12 East-Central Sweden","1-3 public sector","932 Manufacturing labourers","women",23500,24200,25000,25200,26400
"SE12 East-Central Sweden","1-3 public sector","933 Dockers and ground personnel","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","933 Dockers and ground personnel","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","941 Fast-food workers, food preparation assistants","men",21000,21300,21900,22200,22700
"SE12 East-Central Sweden","1-3 public sector","941 Fast-food workers, food preparation assistants","women",21500,22000,22400,22900,23200
"SE12 East-Central Sweden","1-3 public sector","952 Street and market vendors","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","952 Street and market vendors","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","961 Recycling collectors","men",24000,24200,25300,26000,26000
"SE12 East-Central Sweden","1-3 public sector","961 Recycling collectors","women",24200,23900,24900,26200,26600
"SE12 East-Central Sweden","1-3 public sector","962 Newspaper distributors, janitors and other service workers","men",24200,25000,25600,25900,26500
"SE12 East-Central Sweden","1-3 public sector","962 Newspaper distributors, janitors and other service workers","women",23600,24600,25000,25300,25700
"SE12 East-Central Sweden","1-3 public sector","0001 Other professions","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","0001 Other professions","women",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","0002 occupations unidentifiable","men",..,..,..,..,..
"SE12 East-Central Sweden","1-3 public sector","0002 occupations unidentifiable","women",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","011 Commissioned armed forces officers","men",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","011 Commissioned armed forces officers","women",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","021 Non-commissioned armed forces officers","men",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","021 Non-commissioned armed forces officers","women",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","031 Armed forces occupations, other ranks","men",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","031 Armed forces occupations, other ranks","women",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","111 Legislators and senior officials","men",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","111 Legislators and senior officials","women",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","112 Managing directors and chief executives","men",..,..,..,75000,73800
"SE12 East-Central Sweden","4-5 private sector","112 Managing directors and chief executives","women",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","121 Finance managers","men",60200,61900,68500,65700,65800
"SE12 East-Central Sweden","4-5 private sector","121 Finance managers","women",50700,..,54200,53000,56100
"SE12 East-Central Sweden","4-5 private sector","122 Human resource managers","men",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","122 Human resource managers","women",48600,51900,57900,55900,57600
"SE12 East-Central Sweden","4-5 private sector","123 Administration and planning managers","men",58600,54200,58500,63200,61500
"SE12 East-Central Sweden","4-5 private sector","123 Administration and planning managers","women",..,45100,46000,..,49400
"SE12 East-Central Sweden","4-5 private sector","124 Information, communication and public relations managers","men",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","124 Information, communication and public relations managers","women",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","125 Sales and marketing managers","men",58400,58400,59700,56100,55500
"SE12 East-Central Sweden","4-5 private sector","125 Sales and marketing managers","women",46100,47100,51300,52000,55900
"SE12 East-Central Sweden","4-5 private sector","129 Administration and service managers not elsewhere classified","men",48100,49800,50600,51300,61700
"SE12 East-Central Sweden","4-5 private sector","129 Administration and service managers not elsewhere classified","women",38100,40100,41400,42400,43600
"SE12 East-Central Sweden","4-5 private sector","131 Information and communications technology service managers","men",52400,53100,54100,50200,57800
"SE12 East-Central Sweden","4-5 private sector","131 Information and communications technology service managers","women",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","132 Supply, logistics and transport managers","men",48800,..,54600,52100,47600
"SE12 East-Central Sweden","4-5 private sector","132 Supply, logistics and transport managers","women",48700,..,48400,46400,..
"SE12 East-Central Sweden","4-5 private sector","133 Research and development managers","men",65000,63900,62700,65300,66300
"SE12 East-Central Sweden","4-5 private sector","133 Research and development managers","women",..,..,..,60400,..
"SE12 East-Central Sweden","4-5 private sector","134 Architectural and engineering managers","men",56800,53600,58000,60000,60100
"SE12 East-Central Sweden","4-5 private sector","134 Architectural and engineering managers","women",..,51000,53000,55300,56300
"SE12 East-Central Sweden","4-5 private sector","135 Real estate and head of administration manager","men",44800,..,..,45200,47000
"SE12 East-Central Sweden","4-5 private sector","135 Real estate and head of administration manager","women",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","136 Production managers in construction and mining","men",40400,51800,45900,55500,51300
"SE12 East-Central Sweden","4-5 private sector","136 Production managers in construction and mining","women",..,..,..,55300,56000
"SE12 East-Central Sweden","4-5 private sector","137 Production managers in manufacturing","men",48700,48200,46800,49900,51000
"SE12 East-Central Sweden","4-5 private sector","137 Production managers in manufacturing","women",42000,43000,50600,50200,..
"SE12 East-Central Sweden","4-5 private sector","138 Forestry and agricultural production managers","men",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","138 Forestry and agricultural production managers","women",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","141 Primary and secondary schools and adult education managers","men",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","141 Primary and secondary schools and adult education managers","women",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","142 Preschool managers","men",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","142 Preschool managers","women",..,..,..,..,..
"SE12 East-Central Sweden","4-5 private sector","149 Education managers not elsewhere classified","men",..,..,..,..,..
