"sector","occuptional  (SSYK 2012)","sex","age","2014","2015","2016","2017","2018"
"0 all sectors","217 Designers","men","25-34 years",30200,33100,31500,33300,34800
"0 all sectors","217 Designers","men","35-44 years",38400,37000,38700,41500,40100
"0 all sectors","217 Designers","men","45-54 years",37500,40800,44900,44100,43100
"0 all sectors","217 Designers","men","55-64 years",38000,40200,38200,41600,39200
"0 all sectors","217 Designers","men","65-66 years",..,..,..,..,..
"0 all sectors","217 Designers","women","18-24 years",..,..,..,..,..
"0 all sectors","217 Designers","women","25-34 years",30200,29600,29500,32300,33200
"0 all sectors","217 Designers","women","35-44 years",34800,38500,37600,39800,37600
"0 all sectors","217 Designers","women","45-54 years",34600,34300,36900,38100,39700
"0 all sectors","217 Designers","women","55-64 years",32000,37800,35500,33500,38100
"0 all sectors","217 Designers","women","65-66 years",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","men","18-24 years",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","men","25-34 years",30800,31800,31800,33200,34800
"0 all sectors","218 Specialists within environmental and health protection","men","35-44 years",37400,36500,36600,40000,39700
"0 all sectors","218 Specialists within environmental and health protection","men","45-54 years",37400,38700,39300,40100,42200
"0 all sectors","218 Specialists within environmental and health protection","men","55-64 years",39300,39300,40300,42200,40500
"0 all sectors","218 Specialists within environmental and health protection","men","65-66 years",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","women","18-24 years",..,..,..,..,..
"0 all sectors","218 Specialists within environmental and health protection","women","25-34 years",30300,31000,31500,32200,33300
"0 all sectors","218 Specialists within environmental and health protection","women","35-44 years",34100,35600,36700,38600,39100
"0 all sectors","218 Specialists within environmental and health protection","women","45-54 years",36900,37500,36500,40200,41100
"0 all sectors","218 Specialists within environmental and health protection","women","55-64 years",36500,36600,38400,39800,40500
"0 all sectors","218 Specialists within environmental and health protection","women","65-66 years",..,..,..,..,..
"0 all sectors","221 Medical doctors","men","18-24 years",..,..,..,..,..
"0 all sectors","221 Medical doctors","men","25-34 years",42400,43200,43300,44600,44400
"0 all sectors","221 Medical doctors","men","35-44 years",61200,62900,61000,63300,63900
"0 all sectors","221 Medical doctors","men","45-54 years",75200,77600,73800,75900,76100
"0 all sectors","221 Medical doctors","men","55-64 years",79000,79500,77900,80600,80600
"0 all sectors","221 Medical doctors","men","65-66 years",..,82200,84600,88700,81700
"0 all sectors","221 Medical doctors","women","18-24 years",..,..,..,..,..
"0 all sectors","221 Medical doctors","women","25-34 years",40900,41400,42000,43400,43300
"0 all sectors","221 Medical doctors","women","35-44 years",55200,56700,57900,59200,61200
"0 all sectors","221 Medical doctors","women","45-54 years",66200,68400,68100,71900,72300
"0 all sectors","221 Medical doctors","women","55-64 years",72200,73500,74400,75400,76000
"0 all sectors","221 Medical doctors","women","65-66 years",77800,70500,79100,85600,82100
"0 all sectors","222 Nursing professionals","men","18-24 years",26900,28300,29900,29500,..
"0 all sectors","222 Nursing professionals","men","25-34 years",30200,31600,32200,34500,34600
"0 all sectors","222 Nursing professionals","men","35-44 years",33000,34100,35400,37000,39600
"0 all sectors","222 Nursing professionals","men","45-54 years",35000,35700,37100,41600,42600
"0 all sectors","222 Nursing professionals","men","55-64 years",35300,36900,37700,40100,41900
"0 all sectors","222 Nursing professionals","men","65-66 years",35800,37500,38300,39100,42400
"0 all sectors","222 Nursing professionals","women","18-24 years",27000,27800,28500,29200,30400
"0 all sectors","222 Nursing professionals","women","25-34 years",29100,30400,31500,33100,34100
"0 all sectors","222 Nursing professionals","women","35-44 years",31800,32900,34000,36500,37700
"0 all sectors","222 Nursing professionals","women","45-54 years",33600,34900,35900,37800,39600
"0 all sectors","222 Nursing professionals","women","55-64 years",34400,35700,37100,39400,40600
"0 all sectors","222 Nursing professionals","women","65-66 years",34700,37100,38100,39800,42900
"0 all sectors","223 Nursing professionals (cont.)","men","18-24 years",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","men","25-34 years",29900,31000,33000,32800,33400
"0 all sectors","223 Nursing professionals (cont.)","men","35-44 years",32400,33500,34800,35200,37600
"0 all sectors","223 Nursing professionals (cont.)","men","45-54 years",34000,35400,36600,37500,38400
"0 all sectors","223 Nursing professionals (cont.)","men","55-64 years",34900,35500,36100,37500,39400
"0 all sectors","223 Nursing professionals (cont.)","men","65-66 years",..,..,..,..,..
"0 all sectors","223 Nursing professionals (cont.)","women","18-24 years",26600,27100,27800,28300,28400
"0 all sectors","223 Nursing professionals (cont.)","women","25-34 years",29400,30500,31400,32500,33500
"0 all sectors","223 Nursing professionals (cont.)","women","35-44 years",31900,33200,33700,35200,36500
"0 all sectors","223 Nursing professionals (cont.)","women","45-54 years",33300,34500,35400,36600,37800
"0 all sectors","223 Nursing professionals (cont.)","women","55-64 years",34000,35200,36200,37100,38700
"0 all sectors","223 Nursing professionals (cont.)","women","65-66 years",34900,35900,37200,38600,40400
"0 all sectors","224 Psychologists and psychotherapists","men","18-24 years",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","men","25-34 years",32300,33200,34100,32800,36200
"0 all sectors","224 Psychologists and psychotherapists","men","35-44 years",36100,37000,38100,39100,39900
"0 all sectors","224 Psychologists and psychotherapists","men","45-54 years",38700,39100,40100,42300,42700
"0 all sectors","224 Psychologists and psychotherapists","men","55-64 years",43300,36200,41400,43700,44500
"0 all sectors","224 Psychologists and psychotherapists","men","65-66 years",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","18-24 years",..,..,..,..,..
"0 all sectors","224 Psychologists and psychotherapists","women","25-34 years",32100,32900,34600,34900,36200
"0 all sectors","224 Psychologists and psychotherapists","women","35-44 years",35600,37400,37500,37100,38400
"0 all sectors","224 Psychologists and psychotherapists","women","45-54 years",33600,38000,39400,40500,42400
"0 all sectors","224 Psychologists and psychotherapists","women","55-64 years",40500,39100,38300,38500,46500
"0 all sectors","224 Psychologists and psychotherapists","women","65-66 years",39600,41000,42700,41500,43800
"0 all sectors","225 Veterinarians","men","18-24 years",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","25-34 years",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","35-44 years",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","45-54 years",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","55-64 years",..,..,..,..,..
"0 all sectors","225 Veterinarians","men","65-66 years",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","18-24 years",..,..,..,..,..
"0 all sectors","225 Veterinarians","women","25-34 years",35000,34300,35800,39800,38600
"0 all sectors","225 Veterinarians","women","35-44 years",41400,39500,40900,42100,41000
"0 all sectors","225 Veterinarians","women","45-54 years",45200,46200,46400,47600,48000
"0 all sectors","225 Veterinarians","women","55-64 years",..,44500,46500,48300,49300
"0 all sectors","225 Veterinarians","women","65-66 years",..,..,..,..,..
"0 all sectors","226 Dentists","men","18-24 years",..,..,..,..,..
"0 all sectors","226 Dentists","men","25-34 years",35900,36800,36200,41800,38100
"0 all sectors","226 Dentists","men","35-44 years",46100,45900,46500,49800,49200
"0 all sectors","226 Dentists","men","45-54 years",49000,54800,54700,52800,53600
"0 all sectors","226 Dentists","men","55-64 years",54500,..,60000,57700,61900
"0 all sectors","226 Dentists","men","65-66 years",..,..,..,..,..
"0 all sectors","226 Dentists","women","18-24 years",..,..,..,..,..
"0 all sectors","226 Dentists","women","25-34 years",35200,35200,36000,36400,37500
"0 all sectors","226 Dentists","women","35-44 years",43200,43700,39600,44800,44700
"0 all sectors","226 Dentists","women","45-54 years",48700,45300,47900,51800,54200
"0 all sectors","226 Dentists","women","55-64 years",51000,49300,53200,54600,56800
"0 all sectors","226 Dentists","women","65-66 years",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","18-24 years",..,..,..,25900,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","25-34 years",26000,26300,26600,28000,27200
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","35-44 years",31600,32400,31800,30600,31600
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","45-54 years",31200,31000,32000,33100,34400
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","55-64 years",31100,28900,29600,29800,32700
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men","65-66 years",..,..,..,..,..
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","18-24 years",24100,25000,25700,26300,26800
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","25-34 years",26700,26600,27300,28300,29400
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","35-44 years",28800,29300,30100,30900,32100
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","45-54 years",29900,30500,31300,32300,33300
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","55-64 years",30800,31500,31800,33100,34000
"0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women","65-66 years",31100,32200,33100,34600,35300
"0 all sectors","228 Specialists in health care not elsewhere classified","men","18-24 years",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","men","25-34 years",26900,30500,31900,33800,34400
"0 all sectors","228 Specialists in health care not elsewhere classified","men","35-44 years",34400,34900,35500,37500,38300
"0 all sectors","228 Specialists in health care not elsewhere classified","men","45-54 years",39000,37300,39300,40700,37800
"0 all sectors","228 Specialists in health care not elsewhere classified","men","55-64 years",38700,39300,35400,41600,41900
"0 all sectors","228 Specialists in health care not elsewhere classified","men","65-66 years",..,..,..,..,..
"0 all sectors","228 Specialists in health care not elsewhere classified","women","18-24 years",27400,27700,28900,30300,30900
"0 all sectors","228 Specialists in health care not elsewhere classified","women","25-34 years",30600,29100,31000,32000,32800
"0 all sectors","228 Specialists in health care not elsewhere classified","women","35-44 years",32500,33400,33700,34500,35400
"0 all sectors","228 Specialists in health care not elsewhere classified","women","45-54 years",33100,35500,34500,36400,37200
"0 all sectors","228 Specialists in health care not elsewhere classified","women","55-64 years",34900,36700,36400,37700,38800
"0 all sectors","228 Specialists in health care not elsewhere classified","women","65-66 years",..,..,..,40300,41800
"0 all sectors","231 University and higher education teachers","men","18-24 years",23900,24600,26800,25900,27400
"0 all sectors","231 University and higher education teachers","men","25-34 years",28700,29300,30000,30800,31400
"0 all sectors","231 University and higher education teachers","men","35-44 years",39800,40200,40900,42100,42900
"0 all sectors","231 University and higher education teachers","men","45-54 years",48200,49200,50200,51300,52200
"0 all sectors","231 University and higher education teachers","men","55-64 years",51800,53000,54400,55700,57200
"0 all sectors","231 University and higher education teachers","men","65-66 years",54100,54800,56900,58500,58900
"0 all sectors","231 University and higher education teachers","women","18-24 years",23500,24200,25900,23300,27000
"0 all sectors","231 University and higher education teachers","women","25-34 years",27800,28500,29200,29900,30700
"0 all sectors","231 University and higher education teachers","women","35-44 years",35900,36600,37300,38400,39400
"0 all sectors","231 University and higher education teachers","women","45-54 years",41200,42400,43500,44700,45900
"0 all sectors","231 University and higher education teachers","women","55-64 years",44400,46100,47000,48500,49600
"0 all sectors","231 University and higher education teachers","women","65-66 years",47200,47800,48900,52600,53900
"0 all sectors","232 Vocational education teachers","men","18-24 years",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","men","25-34 years",29400,29900,30700,32300,32900
"0 all sectors","232 Vocational education teachers","men","35-44 years",30800,32300,33400,34300,34900
"0 all sectors","232 Vocational education teachers","men","45-54 years",31900,32800,34200,34400,35700
"0 all sectors","232 Vocational education teachers","men","55-64 years",33800,34200,35700,36600,36800
"0 all sectors","232 Vocational education teachers","men","65-66 years",33400,37600,34900,37000,38000
"0 all sectors","232 Vocational education teachers","women","18-24 years",..,..,..,..,..
"0 all sectors","232 Vocational education teachers","women","25-34 years",25900,28400,30200,31100,31500
"0 all sectors","232 Vocational education teachers","women","35-44 years",30500,32100,33400,34300,34400
"0 all sectors","232 Vocational education teachers","women","45-54 years",31800,32700,34600,34700,36000
"0 all sectors","232 Vocational education teachers","women","55-64 years",33500,34100,35800,35800,36800
"0 all sectors","232 Vocational education teachers","women","65-66 years",..,..,..,..,38300
"0 all sectors","233 Secondary education teachers","men","18-24 years",23200,23000,22400,23300,25500
"0 all sectors","233 Secondary education teachers","men","25-34 years",28400,29000,30900,30600,32700
"0 all sectors","233 Secondary education teachers","men","35-44 years",31600,32500,33900,34800,35900
"0 all sectors","233 Secondary education teachers","men","45-54 years",32500,33700,35200,36700,37300
"0 all sectors","233 Secondary education teachers","men","55-64 years",33800,35000,36400,37400,37500
"0 all sectors","233 Secondary education teachers","men","65-66 years",36600,35500,36800,37100,38500
"0 all sectors","233 Secondary education teachers","women","18-24 years",23100,22900,22400,22800,25700
"0 all sectors","233 Secondary education teachers","women","25-34 years",28400,29400,30300,31300,32700
"0 all sectors","233 Secondary education teachers","women","35-44 years",31000,32000,34000,35000,36100
"0 all sectors","233 Secondary education teachers","women","45-54 years",32500,33500,35200,36600,37300
"0 all sectors","233 Secondary education teachers","women","55-64 years",34000,35200,36300,37500,38000
"0 all sectors","233 Secondary education teachers","women","65-66 years",34300,34600,36700,37900,38000
"0 all sectors","234 Primary- and pre-school teachers ","men","18-24 years",20300,20900,21300,22400,23000
"0 all sectors","234 Primary- and pre-school teachers ","men","25-34 years",26000,26700,27800,28600,29600
"0 all sectors","234 Primary- and pre-school teachers ","men","35-44 years",28900,30000,31500,32600,33500
"0 all sectors","234 Primary- and pre-school teachers ","men","45-54 years",29500,30400,32100,33500,34500
"0 all sectors","234 Primary- and pre-school teachers ","men","55-64 years",30700,31500,32800,33900,34800
"0 all sectors","234 Primary- and pre-school teachers ","men","65-66 years",31200,32100,33200,33700,35000
"0 all sectors","234 Primary- and pre-school teachers ","women","18-24 years",21100,21500,22200,23000,23600
"0 all sectors","234 Primary- and pre-school teachers ","women","25-34 years",25800,26800,27900,28900,29900
"0 all sectors","234 Primary- and pre-school teachers ","women","35-44 years",28100,29200,30800,31800,32700
"0 all sectors","234 Primary- and pre-school teachers ","women","45-54 years",28800,29900,31500,32800,33900
"0 all sectors","234 Primary- and pre-school teachers ","women","55-64 years",29800,30700,32100,33100,34100
"0 all sectors","234 Primary- and pre-school teachers ","women","65-66 years",30100,31000,32000,33000,33800
"0 all sectors","235 Teaching professionals not elsewhere classified","men","18-24 years",20300,21800,22000,22200,25500
"0 all sectors","235 Teaching professionals not elsewhere classified","men","25-34 years",26300,27400,26700,28100,28200
"0 all sectors","235 Teaching professionals not elsewhere classified","men","35-44 years",29200,30300,30600,31300,31800
"0 all sectors","235 Teaching professionals not elsewhere classified","men","45-54 years",32500,32400,32400,32800,33400
"0 all sectors","235 Teaching professionals not elsewhere classified","men","55-64 years",32500,32300,32300,33400,34200
"0 all sectors","235 Teaching professionals not elsewhere classified","men","65-66 years",32300,32800,33700,34200,34300
"0 all sectors","235 Teaching professionals not elsewhere classified","women","18-24 years",20800,21500,22700,22100,24700
"0 all sectors","235 Teaching professionals not elsewhere classified","women","25-34 years",26500,27500,27500,28800,29100
"0 all sectors","235 Teaching professionals not elsewhere classified","women","35-44 years",29900,30600,31600,32900,33800
"0 all sectors","235 Teaching professionals not elsewhere classified","women","45-54 years",31500,32600,33500,34700,35900
"0 all sectors","235 Teaching professionals not elsewhere classified","women","55-64 years",33000,33800,34800,36000,36600
"0 all sectors","235 Teaching professionals not elsewhere classified","women","65-66 years",33100,33900,35200,35400,36300
"0 all sectors","241 Accountants, financial analysts and fund managers","men","18-24 years",27200,26500,28500,29800,31400
"0 all sectors","241 Accountants, financial analysts and fund managers","men","25-34 years",39500,41400,41200,42900,43600
"0 all sectors","241 Accountants, financial analysts and fund managers","men","35-44 years",53100,56000,54600,59400,57100
"0 all sectors","241 Accountants, financial analysts and fund managers","men","45-54 years",54300,55300,56400,63900,64600
"0 all sectors","241 Accountants, financial analysts and fund managers","men","55-64 years",49100,50600,56900,56900,54300
"0 all sectors","241 Accountants, financial analysts and fund managers","men","65-66 years",49800,49300,51000,51000,50600
"0 all sectors","241 Accountants, financial analysts and fund managers","women","18-24 years",25300,26500,26000,27600,28200
"0 all sectors","241 Accountants, financial analysts and fund managers","women","25-34 years",34400,35000,36000,36800,37200
"0 all sectors","241 Accountants, financial analysts and fund managers","women","35-44 years",41800,42000,42100,44800,44900
"0 all sectors","241 Accountants, financial analysts and fund managers","women","45-54 years",42800,43700,45800,47200,47200
"0 all sectors","241 Accountants, financial analysts and fund managers","women","55-64 years",39100,41800,42400,42500,45900
"0 all sectors","241 Accountants, financial analysts and fund managers","women","65-66 years",38000,41400,44700,39900,43800
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","18-24 years",26300,26900,27700,26700,29400
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","25-34 years",36900,36100,36700,37800,39500
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","35-44 years",43800,44500,44400,46000,48600
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","45-54 years",45300,46600,48000,46900,48900
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","55-64 years",44600,44000,47500,49300,47700
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men","65-66 years",43900,45700,44800,47600,50700
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","18-24 years",26100,26200,26100,26900,27600
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","25-34 years",32600,32600,33300,33700,35700
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","35-44 years",37600,38800,39200,40700,41900
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","45-54 years",39000,39500,41300,41800,43100
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","55-64 years",37800,39100,39800,40900,42800
"0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women","65-66 years",38800,40700,39100,40900,41600
"0 all sectors","243 Marketing and public relations professionals","men","18-24 years",24100,..,27400,26000,27800
"0 all sectors","243 Marketing and public relations professionals","men","25-34 years",36100,36100,35600,36100,38700
"0 all sectors","243 Marketing and public relations professionals","men","35-44 years",45200,47200,46900,46000,46800
"0 all sectors","243 Marketing and public relations professionals","men","45-54 years",47200,50100,46400,48100,49900
"0 all sectors","243 Marketing and public relations professionals","men","55-64 years",50800,49600,45600,44200,53200
"0 all sectors","243 Marketing and public relations professionals","men","65-66 years",..,..,..,..,..
"0 all sectors","243 Marketing and public relations professionals","women","18-24 years",24100,22900,26700,26400,25400
"0 all sectors","243 Marketing and public relations professionals","women","25-34 years",33700,33000,33100,34200,35400
"0 all sectors","243 Marketing and public relations professionals","women","35-44 years",40300,40300,40500,42400,42900
"0 all sectors","243 Marketing and public relations professionals","women","45-54 years",41700,41100,41100,42600,45000
"0 all sectors","243 Marketing and public relations professionals","women","55-64 years",41100,42200,39500,43000,45100
"0 all sectors","243 Marketing and public relations professionals","women","65-66 years",..,..,..,..,..
"0 all sectors","251 ICT architects, systems analysts and test managers","men","18-24 years",26100,26100,28500,29500,30500
"0 all sectors","251 ICT architects, systems analysts and test managers","men","25-34 years",35000,36500,36900,37700,38400
"0 all sectors","251 ICT architects, systems analysts and test managers","men","35-44 years",44100,44700,46300,45600,46900
"0 all sectors","251 ICT architects, systems analysts and test managers","men","45-54 years",46900,47400,48300,49000,50700
"0 all sectors","251 ICT architects, systems analysts and test managers","men","55-64 years",45900,47400,48100,49200,50400
"0 all sectors","251 ICT architects, systems analysts and test managers","men","65-66 years",44600,47800,50900,40500,49600
"0 all sectors","251 ICT architects, systems analysts and test managers","women","18-24 years",24700,26400,27100,29900,29800
"0 all sectors","251 ICT architects, systems analysts and test managers","women","25-34 years",34900,34400,36000,37400,37500
"0 all sectors","251 ICT architects, systems analysts and test managers","women","35-44 years",41300,42700,44100,45300,45900
"0 all sectors","251 ICT architects, systems analysts and test managers","women","45-54 years",43300,44800,45400,47100,47800
"0 all sectors","251 ICT architects, systems analysts and test managers","women","55-64 years",42700,43700,45100,45900,47100
"0 all sectors","251 ICT architects, systems analysts and test managers","women","65-66 years",..,..,..,..,..
"0 all sectors","261 Legal professionals","men","18-24 years",..,..,..,..,..
"0 all sectors","261 Legal professionals","men","25-34 years",37500,37600,37800,40900,41700
"0 all sectors","261 Legal professionals","men","35-44 years",55000,57300,54200,57700,58200
"0 all sectors","261 Legal professionals","men","45-54 years",58100,57900,58700,..,65700
"0 all sectors","261 Legal professionals","men","55-64 years",57300,60600,64600,62500,61900
"0 all sectors","261 Legal professionals","men","65-66 years",..,..,..,..,..
"0 all sectors","261 Legal professionals","women","18-24 years",..,..,..,..,..
"0 all sectors","261 Legal professionals","women","25-34 years",34900,36100,37700,37000,39300
"0 all sectors","261 Legal professionals","women","35-44 years",46500,47900,50200,50500,52000
"0 all sectors","261 Legal professionals","women","45-54 years",50100,51100,51200,52600,55200
"0 all sectors","261 Legal professionals","women","55-64 years",43900,47100,47100,53500,59800
"0 all sectors","261 Legal professionals","women","65-66 years",..,..,..,..,..
"0 all sectors","262 Museum curators and librarians and related professionals","men","18-24 years",..,..,..,..,..
"0 all sectors","262 Museum curators and librarians and related professionals","men","25-34 years",29800,28700,30200,30700,31500
"0 all sectors","262 Museum curators and librarians and related professionals","men","35-44 years",32700,31600,34000,34200,34800
"0 all sectors","262 Museum curators and librarians and related professionals","men","45-54 years",35400,35800,35300,35800,36600
"0 all sectors","262 Museum curators and librarians and related professionals","men","55-64 years",32100,33500,33800,34200,36200
"0 all sectors","262 Museum curators and librarians and related professionals","men","65-66 years",..,..,..,..,..
"0 all sectors","262 Museum curators and librarians and related professionals","women","18-24 years",..,..,..,26200,..
"0 all sectors","262 Museum curators and librarians and related professionals","women","25-34 years",27300,28000,30100,29800,30200
"0 all sectors","262 Museum curators and librarians and related professionals","women","35-44 years",29500,30500,32600,33000,33000
"0 all sectors","262 Museum curators and librarians and related professionals","women","45-54 years",30800,31700,32500,33600,34200
"0 all sectors","262 Museum curators and librarians and related professionals","women","55-64 years",30500,31100,32100,33000,33800
"0 all sectors","262 Museum curators and librarians and related professionals","women","65-66 years",30800,31500,32500,33300,33900
"0 all sectors","264 Authors, journalists and linguists","men","18-24 years",26500,28500,33000,31200,31300
"0 all sectors","264 Authors, journalists and linguists","men","25-34 years",32800,31400,32200,31700,33200
"0 all sectors","264 Authors, journalists and linguists","men","35-44 years",37400,38000,37500,37700,35300
"0 all sectors","264 Authors, journalists and linguists","men","45-54 years",38600,38800,38200,41800,41000
"0 all sectors","264 Authors, journalists and linguists","men","55-64 years",39900,40000,40200,39600,41000
"0 all sectors","264 Authors, journalists and linguists","men","65-66 years",..,..,..,..,..
"0 all sectors","264 Authors, journalists and linguists","women","18-24 years",24700,25000,29100,29100,28200
"0 all sectors","264 Authors, journalists and linguists","women","25-34 years",30900,30700,32300,30200,32200
"0 all sectors","264 Authors, journalists and linguists","women","35-44 years",35300,35600,36200,37000,37300
"0 all sectors","264 Authors, journalists and linguists","women","45-54 years",36900,36700,38700,37800,38100
"0 all sectors","264 Authors, journalists and linguists","women","55-64 years",35500,38600,39500,40000,40300
"0 all sectors","264 Authors, journalists and linguists","women","65-66 years",..,..,..,..,..
"0 all sectors","265 Creative and performing artists","men","18-24 years",..,..,..,..,..
"0 all sectors","265 Creative and performing artists","men","25-34 years",28100,31000,28900,34600,33400
"0 all sectors","265 Creative and performing artists","men","35-44 years",33900,32400,36600,35100,36400
"0 all sectors","265 Creative and performing artists","men","45-54 years",..,34300,37500,36300,36300
"0 all sectors","265 Creative and performing artists","men","55-64 years",33600,34100,34700,35300,37500
"0 all sectors","265 Creative and performing artists","men","65-66 years",..,..,..,..,..
"0 all sectors","265 Creative and performing artists","women","18-24 years",..,26200,..,..,..
"0 all sectors","265 Creative and performing artists","women","25-34 years",29200,29500,29400,30900,32300
"0 all sectors","265 Creative and performing artists","women","35-44 years",35800,32300,32900,..,35800
"0 all sectors","265 Creative and performing artists","women","45-54 years",..,34100,35200,36300,38000
"0 all sectors","265 Creative and performing artists","women","55-64 years",32000,32900,33100,34900,35800
"0 all sectors","265 Creative and performing artists","women","65-66 years",..,..,..,..,..
"0 all sectors","266 Social work and counselling professionals","men","18-24 years",24200,25400,26800,27500,27200
"0 all sectors","266 Social work and counselling professionals","men","25-34 years",27200,28100,30900,30700,31100
"0 all sectors","266 Social work and counselling professionals","men","35-44 years",29500,30500,31700,32100,33200
"0 all sectors","266 Social work and counselling professionals","men","45-54 years",31900,31800,33000,34600,34100
"0 all sectors","266 Social work and counselling professionals","men","55-64 years",32200,33200,34700,35500,35700
"0 all sectors","266 Social work and counselling professionals","men","65-66 years",..,33900,35600,37800,36200
"0 all sectors","266 Social work and counselling professionals","women","18-24 years",24700,25800,27100,28200,28900
"0 all sectors","266 Social work and counselling professionals","women","25-34 years",27300,28400,29800,31000,31800
"0 all sectors","266 Social work and counselling professionals","women","35-44 years",29700,30800,32200,33500,34600
"0 all sectors","266 Social work and counselling professionals","women","45-54 years",31000,32100,33300,34900,35300
"0 all sectors","266 Social work and counselling professionals","women","55-64 years",32600,33500,34500,35600,36300
"0 all sectors","266 Social work and counselling professionals","women","65-66 years",33100,34100,35400,35700,36700
"0 all sectors","267 Religious professionals and deacons","men","18-24 years",..,..,..,..,..
"0 all sectors","267 Religious professionals and deacons","men","25-34 years",32100,33800,33900,..,..
"0 all sectors","267 Religious professionals and deacons","men","35-44 years",32500,33700,37900,..,..
"0 all sectors","267 Religious professionals and deacons","men","45-54 years",37000,38400,39200,..,..
"0 all sectors","267 Religious professionals and deacons","men","55-64 years",37700,39100,39800,41200,..
"0 all sectors","267 Religious professionals and deacons","men","65-66 years",..,..,..,..,..
"0 all sectors","267 Religious professionals and deacons","women","18-24 years",..,..,..,..,..
"0 all sectors","267 Religious professionals and deacons","women","25-34 years",32200,34300,34900,..,..
"0 all sectors","267 Religious professionals and deacons","women","35-44 years",34200,35700,36600,36000,37500
"0 all sectors","267 Religious professionals and deacons","women","45-54 years",34400,35500,36700,37900,39700
"0 all sectors","267 Religious professionals and deacons","women","55-64 years",34500,35500,36500,37700,39200
"0 all sectors","267 Religious professionals and deacons","women","65-66 years",..,..,..,..,..
"0 all sectors","311 Physical and engineering science technicians","men","18-24 years",26300,27500,25800,28000,28400
"0 all sectors","311 Physical and engineering science technicians","men","25-34 years",32600,33200,33700,34900,36000
"0 all sectors","311 Physical and engineering science technicians","men","35-44 years",37700,38100,40200,41300,42400
"0 all sectors","311 Physical and engineering science technicians","men","45-54 years",38900,39300,40700,41400,43500
"0 all sectors","311 Physical and engineering science technicians","men","55-64 years",39000,39100,40700,42200,44600
"0 all sectors","311 Physical and engineering science technicians","men","65-66 years",40700,39600,39700,43000,..
"0 all sectors","311 Physical and engineering science technicians","women","18-24 years",25400,33000,26000,27700,27400
"0 all sectors","311 Physical and engineering science technicians","women","25-34 years",31600,30700,32800,33200,33700
"0 all sectors","311 Physical and engineering science technicians","women","35-44 years",37000,37100,39400,37900,38100
"0 all sectors","311 Physical and engineering science technicians","women","45-54 years",36200,36800,39000,39700,..
"0 all sectors","311 Physical and engineering science technicians","women","55-64 years",34400,36200,36100,37600,38400
"0 all sectors","311 Physical and engineering science technicians","women","65-66 years",..,..,..,..,..
"0 all sectors","312 Construction and manufacturing supervisors","men","18-24 years",28100,26100,..,29600,31900
"0 all sectors","312 Construction and manufacturing supervisors","men","25-34 years",32700,31300,31800,36600,37600
"0 all sectors","312 Construction and manufacturing supervisors","men","35-44 years",35800,37700,38500,39700,40500
"0 all sectors","312 Construction and manufacturing supervisors","men","45-54 years",35600,38100,39100,41700,40800
"0 all sectors","312 Construction and manufacturing supervisors","men","55-64 years",38300,37800,38800,40200,41900
"0 all sectors","312 Construction and manufacturing supervisors","men","65-66 years",..,..,..,..,..
