"region","sector","occupational group (SSYK)","sex","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"SE22 South Sweden","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","men",20700,20400,21400,22100,22400,23100,25500,26200,26400,27200,29300
"SE22 South Sweden","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","women",21100,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","723 Machinery mechanics and fitters","men",20000,20700,21500,21800,22900,23700,24600,24900,25500,27100,26300
"SE22 South Sweden","0 all sectors","723 Machinery mechanics and fitters","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","men",21200,21900,22400,23100,24000,26300,25800,26900,27200,29000,28500
"SE22 South Sweden","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","women",19000,19400,19400,..,..,..,22400,..,..,..,..
"SE22 South Sweden","0 all sectors","731 Precision workers in metal and related materials","men",18800,20000,19700,21600,22300,23400,22200,24200,24700,25600,26400
"SE22 South Sweden","0 all sectors","731 Precision workers in metal and related materials","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","732 Potters, glass-makers and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","732 Potters, glass-makers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","men",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","734 Craft printing and related trades workers","men",22200,22000,24200,25300,23700,22900,26800,25700,25800,..,23800
"SE22 South Sweden","0 all sectors","734 Craft printing and related trades workers","women",18900,20300,20300,21200,22000,23000,25200,..,..,..,24100
"SE22 South Sweden","0 all sectors","741 Food processing and related trades workers","men",18300,22000,23400,23900,24900,26100,26000,25600,27100,24500,25400
"SE22 South Sweden","0 all sectors","741 Food processing and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","743 Garment and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","743 Garment and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","744 Pelt, leather and shoemaking trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","744 Pelt, leather and shoemaking trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","811 Mineral-processing-plant operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","811 Mineral-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","812 Metal-processing-plant operators","men",..,..,..,24200,23600,23200,23600,24100,27600,29600,31600
"SE22 South Sweden","0 all sectors","812 Metal-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","813 Glass, ceramics and related plant operators","men",18000,20000,21000,21300,22900,24700,25800,26100,26500,27400,28600
"SE22 South Sweden","0 all sectors","813 Glass, ceramics and related plant operators","women",17200,17800,18000,18400,19500,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","814 Wood-processing- and papermaking-plant operators","men",23300,23700,24300,25300,26700,25800,26600,27600,29500,31100,31200
"SE22 South Sweden","0 all sectors","814 Wood-processing- and papermaking-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","815 Chemical-processing-plant operators","men",22600,23700,24000,25000,26800,28000,28400,28500,29700,30200,30600
"SE22 South Sweden","0 all sectors","815 Chemical-processing-plant operators","women",20800,22400,22500,22700,24100,26200,26300,25800,27400,28300,28000
"SE22 South Sweden","0 all sectors","816 Power-production and related plant operators","men",21400,22400,23600,23500,23800,24500,25300,26200,27200,27800,28600
"SE22 South Sweden","0 all sectors","816 Power-production and related plant operators","women",..,..,..,..,..,22700,..,..,..,..,26700
"SE22 South Sweden","0 all sectors","817 Industrial-robot operators","men",..,..,..,23200,24200,24300,27100,27100,25500,26000,27200
"SE22 South Sweden","0 all sectors","817 Industrial-robot operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","821 Metal- and mineral-products machine operators","men",20000,21700,21200,22100,22900,23700,23600,24100,25300,27100,27000
"SE22 South Sweden","0 all sectors","821 Metal- and mineral-products machine operators","women",19300,20900,19500,..,21500,22000,..,..,..,..,..
"SE22 South Sweden","0 all sectors","822 Chemical-products machine operators","men",19900,20000,21000,21700,22400,23500,24500,24600,23600,26500,27100
"SE22 South Sweden","0 all sectors","822 Chemical-products machine operators","women",18500,18100,19500,20800,20900,22200,23100,24200,24400,26200,26000
"SE22 South Sweden","0 all sectors","823 Rubber- and plastic-products machine operators","men",19900,20700,20600,21100,23100,24400,25500,25200,25600,26500,27100
"SE22 South Sweden","0 all sectors","823 Rubber- and plastic-products machine operators","women",19000,19100,19100,19300,21400,22100,23100,22700,22300,..,..
"SE22 South Sweden","0 all sectors","824 Wood-products machine operators","men",19900,20100,21100,21200,21600,21900,23000,23200,23300,24400,25000
"SE22 South Sweden","0 all sectors","824 Wood-products machine operators","women",19400,20300,21100,20700,21600,21600,23200,23400,23500,24500,25200
"SE22 South Sweden","0 all sectors","825 Printing-, binding- and paper-products machine operators","men",23000,23200,23400,23300,24400,25900,25600,26700,26500,27300,27500
"SE22 South Sweden","0 all sectors","825 Printing-, binding- and paper-products machine operators","women",20400,20300,20600,19500,21400,23000,22700,23400,22900,23700,24100
"SE22 South Sweden","0 all sectors","826 Textile-, fur- and leather-products machine operators","men",18700,..,..,21000,20200,21900,22400,23000,22800,23700,24200
"SE22 South Sweden","0 all sectors","826 Textile-, fur- and leather-products machine operators","women",16800,17100,17500,18500,19000,20300,20400,20500,20700,22500,24300
"SE22 South Sweden","0 all sectors","827 Food and related products machine operators","men",21100,19000,21300,22000,22900,23300,24600,24700,24500,26400,26700
"SE22 South Sweden","0 all sectors","827 Food and related products machine operators","women",18000,17800,19600,21000,22300,22800,22100,23400,23900,25900,26300
"SE22 South Sweden","0 all sectors","828 Assemblers","men",19700,19700,20400,21000,21700,22600,23600,23900,24800,24800,27800
"SE22 South Sweden","0 all sectors","828 Assemblers","women",17800,18200,18600,19100,20000,20300,21800,21900,23000,23000,23700
"SE22 South Sweden","0 all sectors","829 Other machine operators and assemblers","men",20000,21100,22000,22800,23600,24800,25400,25900,27400,28200,28600
"SE22 South Sweden","0 all sectors","829 Other machine operators and assemblers","women",18300,19400,20200,21300,21500,22700,23700,24400,25200,26000,25300
"SE22 South Sweden","0 all sectors","831 Locomotive-engine drivers and related worker","men",23900,24300,25000,26300,26400,28200,28400,30400,30000,30200,34400
"SE22 South Sweden","0 all sectors","831 Locomotive-engine drivers and related worker","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","832 Motor-vehicle drivers","men",18700,19500,19900,21300,21400,22400,23400,24000,24600,25000,25000
"SE22 South Sweden","0 all sectors","832 Motor-vehicle drivers","women",17300,19100,19000,19100,19900,21100,22300,23300,23500,24500,25000
"SE22 South Sweden","0 all sectors","833 Agricultural and other mobile-plant operators","men",19900,20300,21200,21300,22400,26200,23000,23800,24500,25500,25900
"SE22 South Sweden","0 all sectors","833 Agricultural and other mobile-plant operators","women",..,..,..,..,..,21300,..,..,23900,23900,..
"SE22 South Sweden","0 all sectors","834 Ships´ deck crews and related workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","834 Ships´ deck crews and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","911 Street vendors and market salespersons","men",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","911 Street vendors and market salespersons","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","912 Helpers and cleaners","men",16800,17500,17600,18400,18600,19500,20200,20800,20700,20800,22700
"SE22 South Sweden","0 all sectors","912 Helpers and cleaners","women",15700,15900,16600,17000,17500,18700,19400,19500,20100,20900,21500
"SE22 South Sweden","0 all sectors","913 Helpers in restaurants","men",17500,16400,16900,16500,17300,17700,18800,19200,19700,21300,20400
"SE22 South Sweden","0 all sectors","913 Helpers in restaurants","women",16000,16300,16600,16700,17200,18800,19200,19800,20600,20700,21100
"SE22 South Sweden","0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","men",17600,18000,18300,19100,19100,20900,21300,22500,22200,24500,25100
"SE22 South Sweden","0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","women",17100,17400,17900,17800,18200,20000,19400,20200,19500,24600,24700
"SE22 South Sweden","0 all sectors","915 Garbage collectors and related labourers","men",18900,19800,20800,21300,21700,23100,24700,24600,26100,25200,25700
"SE22 South Sweden","0 all sectors","915 Garbage collectors and related labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","919 Other sales and services elementary occupations","men",17200,17600,17600,18000,18500,19400,19000,20400,20600,21000,21300
"SE22 South Sweden","0 all sectors","919 Other sales and services elementary occupations","women",17000,17100,17100,17700,17800,18700,18300,19600,20000,20200,20300
"SE22 South Sweden","0 all sectors","921 Agricultural, fishery and related labourers","men",..,..,..,17000,17500,18300,18600,..,..,..,..
"SE22 South Sweden","0 all sectors","921 Agricultural, fishery and related labourers","women",..,..,..,..,..,17500,19500,..,..,..,..
"SE22 South Sweden","0 all sectors","931 Mining and construction labourers","men",..,..,..,..,22300,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","931 Mining and construction labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE22 South Sweden","0 all sectors","932 Manufacturing labourers","men",17700,18100,18900,19600,20300,21500,22400,22400,23800,24400,25000
"SE22 South Sweden","0 all sectors","932 Manufacturing labourers","women",16400,17100,17300,18700,19300,20700,21000,20900,22200,22200,23000
"SE22 South Sweden","0 all sectors","933 Transport labourers and freight handlers","men",20000,21400,22000,22600,22600,25100,24800,26200,26000,26100,28400
"SE22 South Sweden","0 all sectors","933 Transport labourers and freight handlers","women",..,18700,19800,20400,20600,23600,..,..,..,..,..
"SE23 West Sweden","0 all sectors","011 Armed forces","men",26900,27200,28300,28500,30000,31300,31300,32700,30100,29800,29000
"SE23 West Sweden","0 all sectors","011 Armed forces","women",23000,22800,..,..,..,27600,27200,28500,26900,27000,26400
"SE23 West Sweden","0 all sectors","111 Legislators and senior government officials","men",..,..,..,..,..,53500,56200,57200,59800,62100,65200
"SE23 West Sweden","0 all sectors","111 Legislators and senior government officials","women",..,..,..,..,..,52700,53800,55200,59700,62700,64800
"SE23 West Sweden","0 all sectors","112 Senior officials of special-interest organisations","men",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","112 Senior officials of special-interest organisations","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","121 Directors and chief executives","men",53400,57600,60000,57700,56400,64000,67200,69000,71800,80100,80500
"SE23 West Sweden","0 all sectors","121 Directors and chief executives","women",37100,..,..,..,..,50200,47900,..,..,..,61300
"SE23 West Sweden","0 all sectors","122 Production and operations managers","men",35400,36700,38200,39400,40100,41300,42800,44700,45900,47100,47700
"SE23 West Sweden","0 all sectors","122 Production and operations managers","women",30300,31400,32600,33300,34700,35400,36200,36900,38700,40100,40700
"SE23 West Sweden","0 all sectors","123 Other specialist managers","men",42100,42300,45300,46800,49300,50200,50400,52800,53400,55600,56000
"SE23 West Sweden","0 all sectors","123 Other specialist managers","women",35500,36500,38800,40100,40600,43100,45400,45600,46900,49300,49800
"SE23 West Sweden","0 all sectors","124 Foreman","men",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","124 Foreman","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","131 Managers of small enterprises","men",29600,29300,29500,31400,33100,36300,38200,36800,37200,36800,39300
"SE23 West Sweden","0 all sectors","131 Managers of small enterprises","women",24800,25900,26700,26800,28400,30400,31200,34300,33000,34600,35700
"SE23 West Sweden","0 all sectors","211 Physicists, chemists and related professionals","men",35100,40600,43100,42900,43400,45100,47300,48700,49500,47900,50500
"SE23 West Sweden","0 all sectors","211 Physicists, chemists and related professionals","women",32200,33500,34000,36100,35800,38500,40400,42300,43900,44100,44200
"SE23 West Sweden","0 all sectors","212 Mathematicians and statisticians","men",35200,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","212 Mathematicians and statisticians","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","213 Computing professionals","men",32900,33100,33200,34000,34000,36800,37000,37400,38700,39400,39300
"SE23 West Sweden","0 all sectors","213 Computing professionals","women",29700,29900,30700,31900,31500,34300,35500,36100,36100,37400,38200
"SE23 West Sweden","0 all sectors","214 Architects, engineers and related professionals","men",33200,32900,34400,34400,35100,37400,37800,38100,39400,41400,41700
"SE23 West Sweden","0 all sectors","214 Architects, engineers and related professionals","women",27000,28900,30300,31300,32000,33600,34300,34900,36200,37500,38900
"SE23 West Sweden","0 all sectors","221 Life science professionals","men",32300,28200,29700,31600,34600,27700,33400,33300,37200,37400,38100
"SE23 West Sweden","0 all sectors","221 Life science professionals","women",26400,30700,30700,32400,32300,29300,34100,33100,38300,38000,38200
"SE23 West Sweden","0 all sectors","222 Health professionals (except nursing)","men",48700,50100,50700,51100,57600,53900,54800,59100,60000,59000,61100
"SE23 West Sweden","0 all sectors","222 Health professionals (except nursing)","women",38800,41000,39600,41200,43500,43700,46200,44900,48700,50600,51300
"SE23 West Sweden","0 all sectors","223 Nursing and midwifery professionals","men",27000,26400,26900,27600,30200,28000,28700,29100,30100,30500,31700
"SE23 West Sweden","0 all sectors","223 Nursing and midwifery professionals","women",24600,25300,25800,26400,27700,27900,29000,29900,30600,31000,32100
"SE23 West Sweden","0 all sectors","231 College, university and higher education teaching professionals","men",30200,29900,30800,33200,33300,34900,37200,36700,38200,38600,40100
"SE23 West Sweden","0 all sectors","231 College, university and higher education teaching professionals","women",26800,26300,26800,28600,29100,30600,32500,32600,34100,34500,35400
"SE23 West Sweden","0 all sectors","232 Secondary education teaching professionals","men",23600,24300,24700,25200,25800,26900,27800,28200,28600,29100,30200
"SE23 West Sweden","0 all sectors","232 Secondary education teaching professionals","women",23200,23900,24400,24900,25400,26400,27300,27600,27800,28300,29500
"SE23 West Sweden","0 all sectors","233 Primary education teaching professionals","men",21900,22600,23000,23400,23900,24900,25600,25800,26000,26300,27300
"SE23 West Sweden","0 all sectors","233 Primary education teaching professionals","women",22000,22600,23000,23400,23900,24800,25700,25900,26200,26600,27900
"SE23 West Sweden","0 all sectors","234 Special education teaching professionals","men",24000,24600,25100,26200,26600,27400,27800,28100,28700,29300,30100
"SE23 West Sweden","0 all sectors","234 Special education teaching professionals","women",24400,25000,25500,26000,26700,27200,28000,28400,29200,29400,30800
"SE23 West Sweden","0 all sectors","235 Other teaching professionals","men",24000,24300,26600,..,26900,27900,27700,27900,26800,27300,28500
"SE23 West Sweden","0 all sectors","235 Other teaching professionals","women",21500,22400,24100,25300,23300,26700,27500,27500,28300,28400,29700
"SE23 West Sweden","0 all sectors","241 Business professionals","men",33500,35400,35700,36200,38600,38700,39500,40500,41500,42500,43700
"SE23 West Sweden","0 all sectors","241 Business professionals","women",27400,28400,29200,29300,30500,33200,32700,33700,34400,34400,35800
"SE23 West Sweden","0 all sectors","242 Legal professionals","men",36600,42800,38900,41900,42400,43700,41600,43700,44100,43400,45000
"SE23 West Sweden","0 all sectors","242 Legal professionals","women",29600,28100,28100,31100,31400,31900,33700,35300,37500,38200,40700
"SE23 West Sweden","0 all sectors","243 Archivists, librarians and related information professionals","men",22700,23200,24300,24900,25600,25600,26700,26900,27800,28500,28500
"SE23 West Sweden","0 all sectors","243 Archivists, librarians and related information professionals","women",21600,22200,22800,23400,24000,24600,25700,26200,26600,27400,27900
"SE23 West Sweden","0 all sectors","244 Social science and linguistics professionals (except social work professionals)","men",23700,24700,26900,28100,29100,29500,30800,31000,..,33000,34500
"SE23 West Sweden","0 all sectors","244 Social science and linguistics professionals (except social work professionals)","women",22500,23600,24500,25400,26200,28100,28700,28500,25900,30500,31900
"SE23 West Sweden","0 all sectors","245 Writers and creative or performing artists","men",30000,28100,32800,31800,33500,31200,32100,32500,33100,34000,34700
"SE23 West Sweden","0 all sectors","245 Writers and creative or performing artists","women",23500,25000,26900,28300,30400,28800,29800,30200,30800,30600,31400
"SE23 West Sweden","0 all sectors","246 Religious professionals","men",27900,29300,30500,31700,32600,33700,33600,35900,34100,38000,39300
"SE23 West Sweden","0 all sectors","246 Religious professionals","women",25900,27400,27700,28900,29700,31300,32500,33600,34800,35300,36200
"SE23 West Sweden","0 all sectors","247 Public service administrative professionals","men",26900,27700,28700,29200,30200,33000,33900,34800,35600,36300,37000
"SE23 West Sweden","0 all sectors","247 Public service administrative professionals","women",24100,24200,24900,25600,26400,29000,30000,31100,32000,32700,33600
"SE23 West Sweden","0 all sectors","248 Administrative professionals of special-interest organisations","men",28000,30400,31200,31400,31200,32500,33000,35800,35500,40600,..
"SE23 West Sweden","0 all sectors","248 Administrative professionals of special-interest organisations","women",25600,25800,26400,26300,25900,27500,28600,30100,30700,31900,..
"SE23 West Sweden","0 all sectors","249 Psychologists, social work and related professionals","men",23600,24700,25400,26300,27000,28000,28600,29300,29300,30000,31400
"SE23 West Sweden","0 all sectors","249 Psychologists, social work and related professionals","women",23100,23800,24200,25100,25500,26700,27600,28200,28700,29500,30300
"SE23 West Sweden","0 all sectors","311 Physical and engineering science technicians","men",26600,27500,28400,29100,29600,31400,32400,32900,34100,35200,36500
"SE23 West Sweden","0 all sectors","311 Physical and engineering science technicians","women",23200,24200,24800,26000,26500,29200,29200,30400,31800,32800,33500
"SE23 West Sweden","0 all sectors","312 Computer associate professionals","men",24800,26300,26600,27000,27400,28200,29800,31700,31000,32500,32800
"SE23 West Sweden","0 all sectors","312 Computer associate professionals","women",22100,23500,24000,24900,25200,26000,26700,28600,28700,30600,31000
"SE23 West Sweden","0 all sectors","313 Optical and electronic equipment operators","men",20600,24000,26000,25300,25600,27300,28100,29000,26900,27600,28100
"SE23 West Sweden","0 all sectors","313 Optical and electronic equipment operators","women",..,20600,21400,22800,23200,24200,25100,26900,27300,27300,30600
"SE23 West Sweden","0 all sectors","314 Ship and aircraft controllers and technicians","men",32600,35100,36600,36500,38700,41600,45600,37800,..,50400,49500
"SE23 West Sweden","0 all sectors","314 Ship and aircraft controllers and technicians","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","315 Safety and quality inspectors","men",26800,24600,27300,28100,28500,31500,33200,32200,34100,..,36700
"SE23 West Sweden","0 all sectors","315 Safety and quality inspectors","women",23100,24900,24800,26100,27600,30100,30400,31400,33000,33300,33400
"SE23 West Sweden","0 all sectors","321 Agronomy and forestry technicians","men",22700,22100,23700,25300,28000,28500,29400,30700,31800,32700,33900
"SE23 West Sweden","0 all sectors","321 Agronomy and forestry technicians","women",19700,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","322 Health associate professionals (except nursing)","men",22100,24800,26300,25500,25900,26600,27300,27900,28700,30600,30000
"SE23 West Sweden","0 all sectors","322 Health associate professionals (except nursing)","women",22100,22700,23100,23400,25100,25200,25900,26800,27200,27700,28500
"SE23 West Sweden","0 all sectors","323 Nursing associate professionals","men",23900,23900,24000,24300,25300,26700,27900,28600,28900,30000,30500
"SE23 West Sweden","0 all sectors","323 Nursing associate professionals","women",23500,23600,23800,24000,25100,26500,27600,28200,28700,29300,30100
"SE23 West Sweden","0 all sectors","324 Life science technicians","men",23400,..,..,..,..,24700,25400,25700,25900,27100,28200
"SE23 West Sweden","0 all sectors","324 Life science technicians","women",21400,21700,22700,23900,25300,24600,26000,26300,27000,27700,28600
"SE23 West Sweden","0 all sectors","331 Pre-primary education teaching associate professionals","men",18600,19500,19900,20600,21000,22000,22900,23000,23400,23600,24400
"SE23 West Sweden","0 all sectors","331 Pre-primary education teaching associate professionals","women",19200,19900,20400,20900,21500,22600,23400,23800,24300,24600,25900
"SE23 West Sweden","0 all sectors","332 Other teaching associate professionals","men",21500,20800,21200,..,23500,23300,24000,26600,29600,28700,24800
"SE23 West Sweden","0 all sectors","332 Other teaching associate professionals","women",21700,20300,20000,..,21700,23200,23800,30900,24100,26200,25400
"SE23 West Sweden","0 all sectors","341 Finance and sales associate professionals","men",29100,29700,31000,32500,33700,34700,34700,36100,36300,37500,37900
"SE23 West Sweden","0 all sectors","341 Finance and sales associate professionals","women",23100,24000,25300,26600,27600,28800,28900,29600,30000,31600,33100
"SE23 West Sweden","0 all sectors","342 Business services agents and trade brokers","men",25300,24200,25400,27800,27600,28800,29600,31700,29300,33100,30800
"SE23 West Sweden","0 all sectors","342 Business services agents and trade brokers","women",21500,21900,22900,23400,24500,25000,26600,27100,28700,29400,30500
"SE23 West Sweden","0 all sectors","343 Administrative associate professionals","men",26300,25400,27200,26600,26600,29400,28900,32600,31100,32400,32400
"SE23 West Sweden","0 all sectors","343 Administrative associate professionals","women",22000,22900,23000,24300,24600,26000,26900,27800,28100,29200,30200
"SE23 West Sweden","0 all sectors","344 Customs, tax and related government associate professionals","men",23300,24700,22800,24600,25900,25400,28300,28200,28000,28900,29800
"SE23 West Sweden","0 all sectors","344 Customs, tax and related government associate professionals","women",19500,20200,19800,21600,22300,22600,24000,24700,25100,25900,26500
"SE23 West Sweden","0 all sectors","345 Police officers and detectives","men",25500,26400,25900,26300,27900,29700,30400,30200,29400,31700,32500
"SE23 West Sweden","0 all sectors","345 Police officers and detectives","women",24100,24900,24200,24400,25800,27900,28900,28600,27600,30200,31000
"SE23 West Sweden","0 all sectors","346 Social work associate professionals","men",19600,19600,20400,20600,21700,22900,23800,24000,24200,24800,25100
"SE23 West Sweden","0 all sectors","346 Social work associate professionals","women",19600,20100,20600,21100,21600,23200,23900,24600,24500,25300,26300
"SE23 West Sweden","0 all sectors","347 Artistic, entertainment and sports associate professionals","men",..,22200,23400,25100,26100,26000,28100,27300,27700,28000,28900
"SE23 West Sweden","0 all sectors","347 Artistic, entertainment and sports associate professionals","women",22200,22600,22500,24200,25400,24700,27000,26700,28500,26600,28700
"SE23 West Sweden","0 all sectors","348 Religious associate professionals","men",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","348 Religious associate professionals","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","411 Office secretaries and data entry operators","men",20600,20300,22000,22900,23800,24500,23900,24200,25200,27200,27300
"SE23 West Sweden","0 all sectors","411 Office secretaries and data entry operators","women",18900,19700,20600,21200,21500,22500,23600,24200,24600,24800,25400
"SE23 West Sweden","0 all sectors","412 Numerical clerks","men",21800,21600,22800,23800,24700,25500,25900,28100,26700,29500,26200
"SE23 West Sweden","0 all sectors","412 Numerical clerks","women",19800,20800,21000,21900,22900,23700,24100,24700,25600,26600,27100
"SE23 West Sweden","0 all sectors","413 Stores and transport clerks","men",19700,20200,21000,21600,22700,23700,24000,24400,24400,26400,26900
"SE23 West Sweden","0 all sectors","413 Stores and transport clerks","women",18700,19000,19700,20800,21600,22500,23200,23800,23500,25900,25900
"SE23 West Sweden","0 all sectors","414 Library and filing clerks","men",17700,17500,19100,18300,19000,20500,..,..,..,..,..
"SE23 West Sweden","0 all sectors","414 Library and filing clerks","women",17200,17700,18400,18800,19700,20000,21100,21100,22000,22400,23400
"SE23 West Sweden","0 all sectors","415 Mail carriers and sorting clerks","men",17700,..,18800,..,..,..,20900,21400,22100,22500,22800
"SE23 West Sweden","0 all sectors","415 Mail carriers and sorting clerks","women",17200,..,17500,..,..,..,20700,21200,21900,22300,22800
"SE23 West Sweden","0 all sectors","419 Other office clerks","men",19800,21000,22600,22800,22700,23800,24200,26100,26300,28600,27400
"SE23 West Sweden","0 all sectors","419 Other office clerks","women",18700,19100,19800,20400,21100,22300,23200,24000,24500,25400,26300
"SE23 West Sweden","0 all sectors","421 Cashiers, tellers and related clerks","men",17600,20300,20400,20900,20700,20400,21900,22700,23300,23900,25200
"SE23 West Sweden","0 all sectors","421 Cashiers, tellers and related clerks","women",17900,20200,19400,20400,21300,21700,23700,23800,24000,25000,24900
"SE23 West Sweden","0 all sectors","422 Client information clerks","men",19100,19400,19700,19800,20700,22500,24100,23300,25200,25800,24100
"SE23 West Sweden","0 all sectors","422 Client information clerks","women",17900,18300,18500,19300,19800,21000,22200,22200,22500,23700,23800
"SE23 West Sweden","0 all sectors","511 Travel attendants and related workers","men",22800,23000,23000,22900,24000,24800,25500,25200,28100,25600,26800
"SE23 West Sweden","0 all sectors","511 Travel attendants and related workers","women",23200,22400,22400,22500,24700,22900,..,24800,30700,29200,31300
"SE23 West Sweden","0 all sectors","512 Housekeeping and restaurant services workers","men",16700,18200,18300,20100,20000,20700,21800,22000,22400,23400,23700
"SE23 West Sweden","0 all sectors","512 Housekeeping and restaurant services workers","women",16900,18000,17900,18800,19200,20700,21400,20800,22100,22600,23600
"SE23 West Sweden","0 all sectors","513 Personal care and related workers","men",17700,18500,18800,19500,19600,20700,22000,22300,22700,23000,23500
"SE23 West Sweden","0 all sectors","513 Personal care and related workers","women",17800,18700,19100,19500,19600,21000,22100,22500,23000,23400,23900
"SE23 West Sweden","0 all sectors","514 Other personal services workers","men",19900,17900,19900,20300,22000,23500,24300,26600,23900,23100,25100
"SE23 West Sweden","0 all sectors","514 Other personal services workers","women",19300,18600,19600,19800,20800,22400,24000,22800,23100,24600,24600
"SE23 West Sweden","0 all sectors","515 Protective services workers","men",19900,21400,21600,21800,22500,23400,24500,26300,26400,26900,27200
"SE23 West Sweden","0 all sectors","515 Protective services workers","women",19500,19100,19900,20200,21000,21600,22900,23700,23900,24400,25200
"SE23 West Sweden","0 all sectors","521 Fashion and other models","men",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","521 Fashion and other models","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","522 Shop and stall salespersons and demonstrators","men",19000,20100,21300,21900,23300,23100,24200,24400,25800,25700,27500
"SE23 West Sweden","0 all sectors","522 Shop and stall salespersons and demonstrators","women",18100,18500,18800,19900,20800,21300,22200,23400,24000,25000,25800
"SE23 West Sweden","0 all sectors","611 Market gardeners and crop growers","men",18600,19000,19300,20300,20300,21400,21700,22000,23400,24000,23400
"SE23 West Sweden","0 all sectors","611 Market gardeners and crop growers","women",17100,17500,17700,18900,19200,19600,21200,21800,22300,22000,22900
"SE23 West Sweden","0 all sectors","612 Animal producers and related workers","men",..,17800,18300,18700,20400,20900,..,..,..,..,..
"SE23 West Sweden","0 all sectors","612 Animal producers and related workers","women",..,17800,18100,18100,19800,20200,21100,21300,21900,..,..
"SE23 West Sweden","0 all sectors","613 Crop and animal producers","men",..,..,..,..,..,..,18900,19900,19500,..,..
"SE23 West Sweden","0 all sectors","613 Crop and animal producers","women",..,..,..,..,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","614 Forestry and related workers","men",19000,..,..,19100,..,..,..,..,..,..,..
"SE23 West Sweden","0 all sectors","614 Forestry and related workers","women",..,..,..,..,..,..,..,..,..,..,..
