"region","sector","occupational group (SSYK)","sex","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"SE21 Småland and islands","0 all sectors","111 Legislators and senior government officials","women",..,..,..,..,..,..,..,110,100,100,110
"SE21 Småland and islands","0 all sectors","112 Senior officials of special-interest organisations","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","112 Senior officials of special-interest organisations","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","121 Directors and chief executives","men",1800,1300,1600,1400,1900,1700,1400,1400,1200,940,..
"SE21 Småland and islands","0 all sectors","121 Directors and chief executives","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","122 Production and operations managers","men",3200,3400,3600,3400,3300,3600,3500,3700,4000,3500,3900
"SE21 Småland and islands","0 all sectors","122 Production and operations managers","women",1400,1300,1400,1600,1500,2400,2500,2700,2900,2800,3000
"SE21 Småland and islands","0 all sectors","123 Other specialist managers","men",3200,3400,3700,3900,3900,3600,3200,3100,3300,2800,3100
"SE21 Småland and islands","0 all sectors","123 Other specialist managers","women",720,820,980,1400,1500,1300,1200,1100,1200,1100,1000
"SE21 Småland and islands","0 all sectors","124 Foreman","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","124 Foreman","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","131 Managers of small enterprises","men",4000,3600,3400,4100,3800,3300,2500,..,..,..,..
"SE21 Småland and islands","0 all sectors","131 Managers of small enterprises","women",1300,1300,1700,1700,1800,..,860,1000,750,750,..
"SE21 Småland and islands","0 all sectors","211 Physicists, chemists and related professionals","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","211 Physicists, chemists and related professionals","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","212 Mathematicians and statisticians","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","212 Mathematicians and statisticians","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","213 Computing professionals","men",2400,1700,..,4000,..,3900,..,3600,3000,3100,3600
"SE21 Småland and islands","0 all sectors","213 Computing professionals","women",530,420,..,860,870,830,760,820,740,800,1100
"SE21 Småland and islands","0 all sectors","214 Architects, engineers and related professionals","men",..,1700,..,..,..,2300,2300,2000,2300,2100,2100
"SE21 Småland and islands","0 all sectors","214 Architects, engineers and related professionals","women",260,240,290,380,..,470,460,460,490,390,460
"SE21 Småland and islands","0 all sectors","221 Life science professionals","men",..,..,170,140,180,160,180,200,170,160,150
"SE21 Småland and islands","0 all sectors","221 Life science professionals","women",..,..,..,120,150,100,120,110,110,110,110
"SE21 Småland and islands","0 all sectors","222 Health professionals (except nursing)","men",1600,1500,1500,1500,1700,1600,1600,1700,1600,1500,1500
"SE21 Småland and islands","0 all sectors","222 Health professionals (except nursing)","women",1200,1200,1200,1300,1500,1400,1500,1600,1700,1500,1600
"SE21 Småland and islands","0 all sectors","223 Nursing and midwifery professionals","men",220,300,240,260,280,..,370,340,300,310,340
"SE21 Småland and islands","0 all sectors","223 Nursing and midwifery professionals","women",2300,2200,2200,2300,2400,2400,2500,2300,2300,2300,2300
"SE21 Småland and islands","0 all sectors","231 College, university and higher education teaching professionals","men",860,1000,970,1000,940,1100,1000,1100,800,690,..
"SE21 Småland and islands","0 all sectors","231 College, university and higher education teaching professionals","women",470,680,670,720,750,840,..,..,690,580,..
"SE21 Småland and islands","0 all sectors","232 Secondary education teaching professionals","men",2600,2800,2800,2700,2700,2700,2500,2500,2200,2200,2200
"SE21 Småland and islands","0 all sectors","232 Secondary education teaching professionals","women",2700,2800,2900,2800,2900,2800,2700,2700,2600,2300,2500
"SE21 Småland and islands","0 all sectors","233 Primary education teaching professionals","men",2200,2000,1900,1900,1900,1800,1500,1600,1600,1600,1700
"SE21 Småland and islands","0 all sectors","233 Primary education teaching professionals","women",6000,5800,5800,5900,5800,6000,5500,5700,5800,5800,6000
"SE21 Småland and islands","0 all sectors","234 Special education teaching professionals","men",280,260,250,250,230,170,150,130,120,110,..
"SE21 Småland and islands","0 all sectors","234 Special education teaching professionals","women",1100,1100,1000,1100,1100,680,630,600,580,540,590
"SE21 Småland and islands","0 all sectors","235 Other teaching professionals","men",170,300,350,320,270,420,450,390,380,400,510
"SE21 Småland and islands","0 all sectors","235 Other teaching professionals","women",330,440,460,470,440,970,990,960,980,1100,1400
"SE21 Småland and islands","0 all sectors","241 Business professionals","men",2200,2300,2400,2500,2300,2200,2500,2500,2600,2800,3000
"SE21 Småland and islands","0 all sectors","241 Business professionals","women",2200,2300,2200,2700,2500,2600,2900,2500,3200,3100,3400
"SE21 Småland and islands","0 all sectors","242 Legal professionals","men",..,..,..,280,..,..,370,300,..,..,280
"SE21 Småland and islands","0 all sectors","242 Legal professionals","women",300,330,360,250,370,350,410,420,390,380,370
"SE21 Småland and islands","0 all sectors","243 Archivists, librarians and related information professionals","men",160,120,..,160,130,140,140,160,190,190,..
"SE21 Småland and islands","0 all sectors","243 Archivists, librarians and related information professionals","women",410,380,380,480,470,430,430,430,460,470,510
"SE21 Småland and islands","0 all sectors","244 Social science and linguistics professionals (except social work professionals)","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","244 Social science and linguistics professionals (except social work professionals)","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","245 Writers and creative or performing artists","men",650,..,..,..,..,1100,1100,930,710,690,..
"SE21 Småland and islands","0 all sectors","245 Writers and creative or performing artists","women",750,700,890,..,1300,1000,1200,1100,930,930,1000
"SE21 Småland and islands","0 all sectors","246 Religious professionals","men",280,270,270,260,260,240,230,230,220,210,200
"SE21 Småland and islands","0 all sectors","246 Religious professionals","women",..,..,100,..,100,..,100,110,110,110,120
"SE21 Småland and islands","0 all sectors","247 Public service administrative professionals","men",1100,1200,1300,1400,1500,1100,1100,1100,1200,1200,1200
"SE21 Småland and islands","0 all sectors","247 Public service administrative professionals","women",1200,1400,1600,1700,1800,1500,1500,1600,1800,1900,2100
"SE21 Småland and islands","0 all sectors","248 Administrative professionals of special-interest organisations","men",..,..,..,..,140,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","248 Administrative professionals of special-interest organisations","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","249 Psychologists, social work and related professionals","men",500,530,530,530,480,460,460,560,500,450,480
"SE21 Småland and islands","0 all sectors","249 Psychologists, social work and related professionals","women",1900,1700,1800,1900,2100,1800,1900,2100,2300,2000,2100
"SE21 Småland and islands","0 all sectors","311 Physical and engineering science technicians","men",8700,7000,8200,8200,7900,8600,8600,7300,8100,6700,8100
"SE21 Småland and islands","0 all sectors","311 Physical and engineering science technicians","women",1100,980,1200,1200,1300,1500,1400,1300,1300,1100,1400
"SE21 Småland and islands","0 all sectors","312 Computer associate professionals","men",1700,..,1400,1500,1400,2800,2300,2100,1900,1600,2000
"SE21 Småland and islands","0 all sectors","312 Computer associate professionals","women",320,..,..,600,340,..,..,540,620,510,780
"SE21 Småland and islands","0 all sectors","313 Optical and electronic equipment operators","men",180,200,..,..,..,170,190,..,..,..,..
"SE21 Småland and islands","0 all sectors","313 Optical and electronic equipment operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","314 Ship and aircraft controllers and technicians","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","314 Ship and aircraft controllers and technicians","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","315 Safety and quality inspectors","men",670,420,400,..,..,..,..,..,410,420,410
"SE21 Småland and islands","0 all sectors","315 Safety and quality inspectors","women",..,..,..,..,..,..,..,..,..,120,120
"SE21 Småland and islands","0 all sectors","321 Agronomy and forestry technicians","men",290,270,220,270,250,340,330,410,340,250,230
"SE21 Småland and islands","0 all sectors","321 Agronomy and forestry technicians","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","322 Health associate professionals (except nursing)","men",280,340,320,390,380,420,380,440,450,520,400
"SE21 Småland and islands","0 all sectors","322 Health associate professionals (except nursing)","women",2000,1900,1800,2200,2300,2700,2100,2300,2200,2700,2500
"SE21 Småland and islands","0 all sectors","323 Nursing associate professionals","men",540,550,570,560,570,600,600,530,570,560,600
"SE21 Småland and islands","0 all sectors","323 Nursing associate professionals","women",4700,5000,5300,5500,5400,5100,5100,5000,5100,5100,5200
"SE21 Småland and islands","0 all sectors","324 Life science technicians","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","324 Life science technicians","women",520,490,510,530,540,580,560,590,570,560,550
"SE21 Småland and islands","0 all sectors","331 Pre-primary education teaching associate professionals","men",540,500,510,530,530,570,570,610,640,670,710
"SE21 Småland and islands","0 all sectors","331 Pre-primary education teaching associate professionals","women",6500,6100,6500,7000,7300,7400,7400,7700,7800,8100,8800
"SE21 Småland and islands","0 all sectors","332 Other teaching associate professionals","men",..,..,..,..,..,140,..,110,..,..,170
"SE21 Småland and islands","0 all sectors","332 Other teaching associate professionals","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","341 Finance and sales associate professionals","men",7900,8400,8000,9000,9200,7600,8400,7600,6900,6700,6800
"SE21 Småland and islands","0 all sectors","341 Finance and sales associate professionals","women",3600,4000,3500,4100,3800,3300,3200,3900,4300,4300,4600
"SE21 Småland and islands","0 all sectors","342 Business services agents and trade brokers","men",430,450,440,720,..,620,580,670,670,640,740
"SE21 Småland and islands","0 all sectors","342 Business services agents and trade brokers","women",540,540,480,890,500,620,610,710,840,850,1100
"SE21 Småland and islands","0 all sectors","343 Administrative associate professionals","men",1600,..,930,800,890,950,930,1000,1200,..,1000
"SE21 Småland and islands","0 all sectors","343 Administrative associate professionals","women",4100,3500,3400,3200,3100,3500,3200,3800,4000,4300,4500
"SE21 Småland and islands","0 all sectors","344 Customs, tax and related government associate professionals","men",300,520,310,360,310,320,470,460,400,430,410
"SE21 Småland and islands","0 all sectors","344 Customs, tax and related government associate professionals","women",930,1400,990,1100,950,1200,1400,1400,1400,1400,1400
"SE21 Småland and islands","0 all sectors","345 Police officers and detectives","men",860,870,830,830,770,770,790,820,810,740,720
"SE21 Småland and islands","0 all sectors","345 Police officers and detectives","women",130,160,170,200,200,210,230,280,300,300,300
"SE21 Småland and islands","0 all sectors","346 Social work associate professionals","men",1100,..,950,..,..,890,1100,810,840,950,1000
"SE21 Småland and islands","0 all sectors","346 Social work associate professionals","women",2000,2000,1600,1800,2000,1900,1900,1800,2300,2300,..
"SE21 Småland and islands","0 all sectors","347 Artistic, entertainment and sports associate professionals","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","347 Artistic, entertainment and sports associate professionals","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","348 Religious associate professionals","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","348 Religious associate professionals","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","411 Office secretaries and data entry operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","411 Office secretaries and data entry operators","women",2800,2400,2600,2400,..,2500,2600,2300,2000,..,..
"SE21 Småland and islands","0 all sectors","412 Numerical clerks","men",..,360,..,310,250,..,..,400,..,300,350
"SE21 Småland and islands","0 all sectors","412 Numerical clerks","women",5300,4400,5000,4400,4200,4200,3800,3500,4300,3900,3500
"SE21 Småland and islands","0 all sectors","413 Stores and transport clerks","men",5100,5500,4800,5000,4400,4300,4700,4700,6000,..,3900
"SE21 Småland and islands","0 all sectors","413 Stores and transport clerks","women",1400,1400,1300,1500,..,..,1300,..,1400,..,1300
"SE21 Småland and islands","0 all sectors","414 Library and filing clerks","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","414 Library and filing clerks","women",420,390,400,380,380,350,320,310,300,240,230
"SE21 Småland and islands","0 all sectors","415 Mail carriers and sorting clerks","men",910,..,..,..,..,..,1000,970,880,..,910
"SE21 Småland and islands","0 all sectors","415 Mail carriers and sorting clerks","women",820,..,..,..,..,..,950,870,720,..,780
"SE21 Småland and islands","0 all sectors","419 Other office clerks","men",1200,1700,1700,1400,1500,1500,1200,1500,1800,1600,1600
"SE21 Småland and islands","0 all sectors","419 Other office clerks","women",5700,6900,6800,6400,5900,6100,5200,4800,5200,5100,4500
"SE21 Småland and islands","0 all sectors","421 Cashiers, tellers and related clerks","men",..,..,..,..,300,270,250,..,..,230,..
"SE21 Småland and islands","0 all sectors","421 Cashiers, tellers and related clerks","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","422 Client information clerks","men",..,..,..,530,420,..,..,800,610,510,..
"SE21 Småland and islands","0 all sectors","422 Client information clerks","women",2300,2400,2400,2600,3200,3100,2500,2500,3900,2400,2200
"SE21 Småland and islands","0 all sectors","511 Travel attendants and related workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","511 Travel attendants and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","512 Housekeeping and restaurant services workers","men",..,..,1200,..,..,..,910,..,..,..,..
"SE21 Småland and islands","0 all sectors","512 Housekeeping and restaurant services workers","women",2600,3300,3200,2900,3500,2300,2300,2500,..,2300,2300
"SE21 Småland and islands","0 all sectors","513 Personal care and related workers","men",4000,3700,4000,4200,4500,4700,5000,5300,5500,5300,5700
"SE21 Småland and islands","0 all sectors","513 Personal care and related workers","women",40000,37700,37900,38900,39400,39300,38500,39500,39900,38800,38900
"SE21 Småland and islands","0 all sectors","514 Other personal services workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","514 Other personal services workers","women",..,..,..,640,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","515 Protective services workers","men",1200,1100,1100,1300,1300,1200,..,1300,1500,1500,1700
"SE21 Småland and islands","0 all sectors","515 Protective services workers","women",290,220,280,360,370,430,..,490,490,530,570
"SE21 Småland and islands","0 all sectors","521 Fashion and other models","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","521 Fashion and other models","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","522 Shop and stall salespersons and demonstrators","men",5300,5200,5600,6100,5700,4500,..,..,..,..,5500
"SE21 Småland and islands","0 all sectors","522 Shop and stall salespersons and demonstrators","women",9500,8900,7900,8800,8600,7400,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","611 Market gardeners and crop growers","men",..,790,1200,1000,730,740,670,650,..,..,..
"SE21 Småland and islands","0 all sectors","611 Market gardeners and crop growers","women",180,..,..,210,270,..,..,220,..,240,250
"SE21 Småland and islands","0 all sectors","612 Animal producers and related workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","612 Animal producers and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","613 Crop and animal producers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","613 Crop and animal producers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","614 Forestry and related workers","men",300,410,500,840,460,390,..,..,310,280,250
"SE21 Småland and islands","0 all sectors","614 Forestry and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","615 Fishery workers, hunters and trappers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","615 Fishery workers, hunters and trappers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","711 Miners, shot firers, stonecutters and carvers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","711 Miners, shot firers, stonecutters and carvers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","712 Building frame and related trades workers","men",8400,7900,9000,8500,10000,8700,8700,10300,..,..,..
"SE21 Småland and islands","0 all sectors","712 Building frame and related trades workers","women",..,..,..,..,..,..,..,120,140,..,..
"SE21 Småland and islands","0 all sectors","713 Building finishers and related trades workers","men",6700,7200,7900,7500,7600,..,6000,6600,..,5800,5400
"SE21 Småland and islands","0 all sectors","713 Building finishers and related trades workers","women",380,410,330,340,370,290,..,360,..,..,..
"SE21 Småland and islands","0 all sectors","714 Painters, building structure cleaners and related trades workers","men",..,..,..,..,1500,..,..,..,1100,..,..
"SE21 Småland and islands","0 all sectors","714 Painters, building structure cleaners and related trades workers","women",..,..,140,160,130,..,340,290,260,..,300
"SE21 Småland and islands","0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","men",4700,3600,..,..,..,..,..,..,4400,..,..
"SE21 Småland and islands","0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","men",2400,2300,2100,1900,1600,1600,1500,1500,1300,1200,1100
"SE21 Småland and islands","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","723 Machinery mechanics and fitters","men",4300,4600,4700,4200,4400,4500,4500,4400,5200,5600,4900
"SE21 Småland and islands","0 all sectors","723 Machinery mechanics and fitters","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","men",2700,..,2800,..,2800,..,1500,..,..,..,..
"SE21 Småland and islands","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","women",..,..,..,..,130,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","731 Precision workers in metal and related materials","men",..,..,..,..,140,..,..,..,..,170,110
"SE21 Småland and islands","0 all sectors","731 Precision workers in metal and related materials","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","732 Potters, glass-makers and related trades workers","men",550,..,..,320,330,270,..,170,..,..,..
"SE21 Småland and islands","0 all sectors","732 Potters, glass-makers and related trades workers","women",280,..,..,180,230,120,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","734 Craft printing and related trades workers","men",..,190,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","734 Craft printing and related trades workers","women",..,190,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","741 Food processing and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","741 Food processing and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","men",..,..,..,630,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","743 Garment and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","743 Garment and related trades workers","women",..,..,..,..,..,..,..,350,..,200,..
"SE21 Småland and islands","0 all sectors","744 Pelt, leather and shoemaking trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","744 Pelt, leather and shoemaking trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","811 Mineral-processing-plant operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","811 Mineral-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","812 Metal-processing-plant operators","men",..,..,750,690,690,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","812 Metal-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","813 Glass, ceramics and related plant operators","men",..,180,..,100,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","813 Glass, ceramics and related plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","814 Wood-processing- and papermaking-plant operators","men",1600,2300,2200,2400,2700,2700,2200,1800,1900,1800,1500
"SE21 Småland and islands","0 all sectors","814 Wood-processing- and papermaking-plant operators","women",210,280,260,290,340,320,270,180,..,..,190
"SE21 Småland and islands","0 all sectors","815 Chemical-processing-plant operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","815 Chemical-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","816 Power-production and related plant operators","men",480,610,430,400,430,850,790,1000,960,910,920
"SE21 Småland and islands","0 all sectors","816 Power-production and related plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","817 Industrial-robot operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","817 Industrial-robot operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","821 Metal- and mineral-products machine operators","men",6300,6300,6200,7500,8900,8800,5800,6600,..,6500,6300
"SE21 Småland and islands","0 all sectors","821 Metal- and mineral-products machine operators","women",760,..,..,1100,1300,1400,1000,970,..,..,..
"SE21 Småland and islands","0 all sectors","822 Chemical-products machine operators","men",..,..,1000,..,..,1400,910,..,..,..,..
"SE21 Småland and islands","0 all sectors","822 Chemical-products machine operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","823 Rubber- and plastic-products machine operators","men",3000,..,3100,3100,..,..,2000,1800,..,1300,1700
"SE21 Småland and islands","0 all sectors","823 Rubber- and plastic-products machine operators","women",1900,1700,1400,1500,..,..,..,1000,890,660,900
"SE21 Småland and islands","0 all sectors","824 Wood-products machine operators","men",5600,2800,2600,2600,3300,..,2900,2200,..,2000,2200
"SE21 Småland and islands","0 all sectors","824 Wood-products machine operators","women",1500,560,540,480,670,620,490,610,..,..,..
"SE21 Småland and islands","0 all sectors","825 Printing-, binding- and paper-products machine operators","men",1100,1500,1300,1500,1200,1300,1400,..,..,1100,1200
"SE21 Småland and islands","0 all sectors","825 Printing-, binding- and paper-products machine operators","women",..,550,..,..,430,..,..,..,..,290,290
"SE21 Småland and islands","0 all sectors","826 Textile-, fur- and leather-products machine operators","men",160,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","826 Textile-, fur- and leather-products machine operators","women",360,..,190,240,..,180,170,190,..,..,..
"SE21 Småland and islands","0 all sectors","827 Food and related products machine operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","827 Food and related products machine operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","828 Assemblers","men",5200,3700,5600,4700,4300,5800,3500,4600,7300,5000,4500
"SE21 Småland and islands","0 all sectors","828 Assemblers","women",2500,2400,2600,2200,2100,2300,1900,2000,2600,2300,1600
"SE21 Småland and islands","0 all sectors","829 Other machine operators and assemblers","men",..,3800,3600,4100,..,4600,2800,2800,..,3000,3500
"SE21 Småland and islands","0 all sectors","829 Other machine operators and assemblers","women",1100,1300,1400,1400,..,1800,970,1200,1400,1000,1300
"SE21 Småland and islands","0 all sectors","831 Locomotive-engine drivers and related worker","men",290,220,270,260,280,220,180,200,250,170,..
"SE21 Småland and islands","0 all sectors","831 Locomotive-engine drivers and related worker","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","832 Motor-vehicle drivers","men",8200,7500,7600,8900,7900,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","832 Motor-vehicle drivers","women",..,..,..,..,..,510,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","833 Agricultural and other mobile-plant operators","men",..,2500,3100,3400,3500,3300,..,3000,..,..,..
"SE21 Småland and islands","0 all sectors","833 Agricultural and other mobile-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","834 Ships´ deck crews and related workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","834 Ships´ deck crews and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","911 Street vendors and market salespersons","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","911 Street vendors and market salespersons","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","912 Helpers and cleaners","men",..,..,330,..,380,..,280,..,..,270,510
"SE21 Småland and islands","0 all sectors","912 Helpers and cleaners","women",5800,6600,5100,5000,4900,4500,4700,5200,6800,4900,5800
"SE21 Småland and islands","0 all sectors","913 Helpers in restaurants","men",..,..,..,..,..,..,..,..,360,..,..
"SE21 Småland and islands","0 all sectors","913 Helpers in restaurants","women",5600,4000,3800,4200,4800,..,4100,5200,3700,3600,3500
"SE21 Småland and islands","0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","men",890,960,810,770,680,520,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","women",140,140,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","915 Garbage collectors and related labourers","men",..,..,..,540,..,..,..,..,..,..,490
"SE21 Småland and islands","0 all sectors","915 Garbage collectors and related labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","919 Other sales and services elementary occupations","men",770,..,1700,1600,1800,1200,1100,1700,1400,1400,1400
"SE21 Småland and islands","0 all sectors","919 Other sales and services elementary occupations","women",720,490,1100,1100,1200,1100,1000,1400,1100,1100,1100
"SE21 Småland and islands","0 all sectors","921 Agricultural, fishery and related labourers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","921 Agricultural, fishery and related labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","931 Mining and construction labourers","men",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","931 Mining and construction labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","932 Manufacturing labourers","men",3000,4300,4100,3200,3100,3300,2600,2800,3200,2300,2500
"SE21 Småland and islands","0 all sectors","932 Manufacturing labourers","women",2000,3100,2300,2200,2000,1900,..,..,..,..,1300
"SE21 Småland and islands","0 all sectors","933 Transport labourers and freight handlers","men",690,900,1000,..,..,..,..,..,..,..,..
"SE21 Småland and islands","0 all sectors","933 Transport labourers and freight handlers","women",..,110,140,..,..,..,..,..,190,..,..
"SE22 South Sweden","0 all sectors","011 Armed forces","men",1400,1400,1500,1600,1600,1500,1400,1600,2000,2200,2100
"SE22 South Sweden","0 all sectors","011 Armed forces","women",..,..,..,..,..,..,..,..,140,140,130
"SE22 South Sweden","0 all sectors","111 Legislators and senior government officials","men",..,..,..,..,..,210,220,210,190,190,180
"SE22 South Sweden","0 all sectors","111 Legislators and senior government officials","women",..,..,..,..,..,110,120,120,110,120,130
"SE22 South Sweden","0 all sectors","112 Senior officials of special-interest organisations","men",..,..,..,..,..,..,..,..,..,..,..
